4.569884777511175056e-01,7.878628276504986427e-01,9.391121546916579854e-01,nan,nan,nan,nan,nan,nan
6.537123244286083268e-02,7.506316115675176759e-02,nan,nan,nan,nan,nan,nan,nan
2.063455702790684965e-01,2.186298238307779473e-01,2.728091166901038811e-01,3.114806032268775948e-01,9.065501327162216461e-01,nan,nan,nan,nan
3.621396659737090989e-02,1.410984009688049656e-01,2.557695857131104256e-01,9.921867720269071933e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
4.540254554274263110e-02,3.119837398651226223e-01,8.750300833381997601e-01,nan,nan,nan,nan,nan,nan
8.525315400836237789e-02,4.582450512215987537e-01,nan,nan,nan,nan,nan,nan,nan
8.105538062296273605e-01,8.533744916310134210e-01,9.458857758133796256e-01,9.931900188535039975e-01,nan,nan,nan,nan,nan
4.508920141365047735e-02,2.271721065327412803e-01,2.453580226284674537e-01,2.892189755850745336e-01,8.062925008407988425e-01,nan,nan,nan,nan
2.931080489500563144e-02,1.332964689002435199e-01,3.208342941956527361e-01,nan,nan,nan,nan,nan,nan
1.229386998968023115e-01,1.484499461419797051e-01,1.598811883973583758e-01,6.763533452714703964e-01,8.047181501315225916e-01,nan,nan,nan,nan
3.954464290661952597e-01,7.651428846671096684e-01,8.856294568204458040e-01,9.686878165783809891e-01,nan,nan,nan,nan,nan
1.866176140236310288e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.056210552250378500e-03,nan,nan,nan,nan,nan,nan,nan,nan
8.515072359859384710e-01,9.458177020038081029e-01,9.927078116081829995e-01,nan,nan,nan,nan,nan,nan
1.114861019879513117e-02,9.699225868218140922e-01,nan,nan,nan,nan,nan,nan,nan
1.017061291577986692e-01,8.911008945930127823e-01,nan,nan,nan,nan,nan,nan,nan
1.250693206216754207e-02,2.092863631151632153e-01,8.012506697618865248e-01,nan,nan,nan,nan,nan,nan
3.269952510312308380e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.283555763191804831e-02,3.408903005691004129e-01,4.007170128683796850e-01,8.846328170323484175e-01,nan,nan,nan,nan,nan
3.405709461662765336e-01,4.002075249479642438e-01,9.858867476874298985e-01,nan,nan,nan,nan,nan,nan
6.496402574102198846e-02,nan,nan,nan,nan,nan,nan,nan,nan
1.641030646854644767e-02,7.202909398746708547e-01,9.922925059559254413e-01,nan,nan,nan,nan,nan,nan
6.527131697032757807e-02,1.251679786255910642e-01,nan,nan,nan,nan,nan,nan,nan
1.424204693725402045e-02,3.629646932650407165e-02,7.671515522490997274e-02,9.186807832793331130e-02,9.932371632701515740e-02,8.332359185893503106e-01,nan,nan,nan
1.812947919912463041e-02,9.278849633607745284e-01,nan,nan,nan,nan,nan,nan,nan
9.299193557668575250e-03,8.488944719548265905e-01,9.637908075207705094e-01,nan,nan,nan,nan,nan,nan
9.517859038194222965e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.310804895005633075e-01,2.240968071806146711e-01,3.367492859070163602e-01,8.909722491595206684e-01,nan,nan,nan,nan,nan
6.618125536289051758e-02,1.124943360629637873e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
4.757668320699680597e-01,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
2.554875504212946180e-01,4.151187370070456573e-01,6.681076759720764313e-01,nan,nan,nan,nan,nan,nan
1.259638283823880968e-02,7.832864517773572288e-01,8.109833276711723160e-01,8.274586388733421449e-01,nan,nan,nan,nan,nan
2.594253666799802016e-02,9.424446170326041816e-01,9.892091289664076692e-01,nan,nan,nan,nan,nan,nan
2.728091166901038811e-01,3.107676824597620513e-01,nan,nan,nan,nan,nan,nan,nan
4.189734750848577716e-01,9.957907410241250146e-01,nan,nan,nan,nan,nan,nan,nan
2.278785268264944541e-01,4.255439617422632215e-01,nan,nan,nan,nan,nan,nan,nan
2.046055107816211749e-01,7.746897995424518735e-01,8.789595022640828148e-01,nan,nan,nan,nan,nan,nan
6.641913006189728574e-02,3.145195212412024710e-01,4.397671040241979412e-01,7.973859358742155790e-01,8.553625495154908442e-01,nan,nan,nan,nan
7.815103519505468832e-02,8.877543230279161257e-01,nan,nan,nan,nan,nan,nan,nan
1.640800039897987173e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.866176140236310288e-01,1.942098259024042373e-01,6.608430240116829335e-01,7.473790091403048619e-01,nan,nan,nan,nan,nan
2.237895585773639479e-02,5.745973010034598899e-02,1.032322697990565030e-01,1.939243805262015896e-01,2.402126528623608759e-01,8.641859510490911278e-01,9.124126645418998427e-01,9.666507387308432842e-01,9.772035858742368353e-01
1.021588817992287110e-02,1.721193418707637479e-01,3.041086614864643156e-01,9.016565124299706913e-01,9.723643564339553569e-01,nan,nan,nan,nan
3.131882669226503380e-01,nan,nan,nan,nan,nan,nan,nan,nan
3.019721583660239239e-01,8.997337576615004329e-01,9.517719650994912461e-01,nan,nan,nan,nan,nan,nan
8.176924129458737478e-02,9.559598471088665006e-01,nan,nan,nan,nan,nan,nan,nan
3.275223861383479429e-01,8.803378583732277551e-01,9.591067582331158636e-01,nan,nan,nan,nan,nan,nan
1.811967520651257962e-02,1.970906225663186795e-01,nan,nan,nan,nan,nan,nan,nan
2.547622894113043407e-02,2.476374935368244323e-01,2.817664706010231113e-01,nan,nan,nan,nan,nan,nan
9.965988670847145126e-02,4.560999802641365619e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
9.969562013023963720e-01,nan,nan,nan,nan,nan,nan,nan,nan
6.859825923717263740e-02,nan,nan,nan,nan,nan,nan,nan,nan
1.152044580033188548e-01,8.904765720808718310e-01,nan,nan,nan,nan,nan,nan,nan
1.001430104139714450e-01,2.261613148944386920e-01,3.302162036127286315e-01,8.864363467254451345e-01,9.655496224823453266e-01,9.761660250734979227e-01,nan,nan,nan
1.475196111821782015e-02,7.629841307460454303e-01,7.998419639016991489e-01,nan,nan,nan,nan,nan,nan
1.001731683477672247e-01,2.685952754133341669e-01,3.047794890244302501e-01,nan,nan,nan,nan,nan,nan
1.559447148594000909e-01,2.547038917161803528e-01,9.242914164339638416e-01,9.560771966378271980e-01,nan,nan,nan,nan,nan
1.481573822146196318e-01,3.213551845857365308e-01,nan,nan,nan,nan,nan,nan,nan
1.556305395222386534e-01,3.139912778566596452e-01,9.362992187070409145e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
9.433239925438504647e-01,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
2.017249698740357366e-01,3.153485980077434525e-01,3.651178418598940989e-01,8.282763131702147730e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
1.739654549926406045e-03,2.626169072836418428e-01,4.390347457760776506e-01,nan,nan,nan,nan,nan,nan
3.092537328701870300e-02,7.469940319260625072e-01,7.956037405215637959e-01,nan,nan,nan,nan,nan,nan
2.890180789886371421e-02,9.554133597728542426e-01,nan,nan,nan,nan,nan,nan,nan
8.855253639945387389e-01,9.101162924028007861e-01,9.434846288314961971e-01,nan,nan,nan,nan,nan,nan
2.794564154983220083e-02,3.921664393987509545e-01,7.136790206919657598e-01,7.699970332265834161e-01,8.451062518355844100e-01,nan,nan,nan,nan
5.960848821155140254e-02,4.753178731474183571e-01,9.656813156787580343e-01,nan,nan,nan,nan,nan,nan
1.013135645057956502e-01,9.251056593334222589e-01,nan,nan,nan,nan,nan,nan,nan
8.715195293401528653e-02,nan,nan,nan,nan,nan,nan,nan,nan
5.480930594978735554e-02,9.283695789781937213e-01,nan,nan,nan,nan,nan,nan,nan
6.761845247812963144e-01,9.437247840244366026e-01,9.631187864532692045e-01,nan,nan,nan,nan,nan,nan
5.879511914621717017e-02,2.889014754156359888e-01,4.032721677863820853e-01,4.221873304282255934e-01,nan,nan,nan,nan,nan
9.655491749087695696e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.709956977522854998e-02,6.176474850840777547e-02,9.116012562750880344e-01,nan,nan,nan,nan,nan,nan
5.911562445252160208e-02,3.742143698398496254e-01,nan,nan,nan,nan,nan,nan,nan
2.230938800494291496e-01,3.122442916253015954e-01,3.772655002188847750e-01,nan,nan,nan,nan,nan,nan
8.041896509906507617e-01,nan,nan,nan,nan,nan,nan,nan,nan
9.072872650824835572e-02,8.690649079724788173e-01,9.931855218047188627e-01,9.953196591791159120e-01,nan,nan,nan,nan,nan
2.561378748268849370e-01,nan,nan,nan,nan,nan,nan,nan,nan
