2.553148143983469814e-02,3.724567143877318548e-02,4.353177578011978577e-01,nan,nan,nan
3.769560899426341316e-01,4.627232852558920140e-01,6.282440825190451772e-01,6.573519405670208426e-01,nan,nan
4.488572586177408397e-02,3.820131027623769882e-01,9.404523661928201328e-01,nan,nan,nan
8.881278470429588845e-01,nan,nan,nan,nan,nan
1.198416268539871654e-02,9.444095372953458245e-01,9.662233608208307123e-01,nan,nan,nan
3.820213522098289682e-01,4.911924330077602208e-01,nan,nan,nan,nan
5.870779436731788925e-01,7.631149842506625980e-01,9.878370908255026395e-01,nan,nan,nan
3.325342114739001098e-01,6.794646479194208499e-01,9.023923600674149670e-01,nan,nan,nan
3.228239518670885655e-01,4.576718312945860512e-01,9.838080606899411995e-01,nan,nan,nan
4.455719478986220478e-02,1.155237391430291305e-01,nan,nan,nan,nan
5.093193627121624933e-01,6.412719906789874358e-01,nan,nan,nan,nan
8.775597210498840839e-02,5.185325740728039534e-01,5.669393925533329215e-01,7.631853964575299187e-01,9.515440401955723715e-01,nan
5.203987513839400392e-02,4.073403278832999352e-01,nan,nan,nan,nan
3.747574979735549539e-01,4.148024480704897710e-01,4.942922961481578392e-01,5.161614544288593009e-01,nan,nan
5.775479789132954567e-01,9.012700290872979192e-01,nan,nan,nan,nan
1.397311715753586474e-02,3.095763799586857476e-02,4.316171825888025226e-02,3.185008860414221821e-01,8.912456305215138430e-01,nan
nan,nan,nan,nan,nan,nan
2.294569848173107912e-02,3.681878157031811399e-02,3.185151004739548708e-01,9.812816737534919564e-01,nan,nan
1.538938229609688492e-02,5.374464249153822898e-02,3.667847496805433094e-01,9.547861745758731145e-01,nan,nan
1.299394581935517379e-02,8.330101665175082548e-02,3.091362148255617504e-01,7.606558366566761320e-01,8.395766505405621860e-01,9.772792195301835960e-01
1.188445859434796546e-02,8.326261230099731014e-02,6.288294886931550254e-01,7.625750134948269254e-01,8.778481978815521058e-01,nan
7.868975574477560242e-01,nan,nan,nan,nan,nan
9.366194190774640438e-03,9.869766861477157205e-01,nan,nan,nan,nan
8.630825753444880399e-02,3.769560899426341316e-01,4.072223988591090471e-01,9.442564275506365457e-01,nan,nan
5.252370650060013135e-01,7.808965032445204235e-01,8.922140141207188790e-01,9.438065661438920229e-01,nan,nan
1.469726634633089155e-02,9.004948094730461650e-01,nan,nan,nan,nan
7.352958929580127867e-01,nan,nan,nan,nan,nan
5.780689886314491904e-02,3.693754061583724435e-01,6.045524309243305305e-01,nan,nan,nan
4.035946472305285138e-01,8.007003552440519201e-01,8.187213620431703642e-01,9.312267425866277426e-01,9.697883405000302659e-01,nan
3.136569374121783021e-02,9.225342617320723138e-01,9.466939742837563454e-01,9.570018238639914632e-01,nan,nan
3.472692222151883557e-01,3.759840765865502532e-01,7.346212658368450610e-01,8.046505714278027188e-01,nan,nan
9.519055182914618052e-02,3.965850790390982872e-01,4.708626723874342890e-01,nan,nan,nan
3.681878157031811399e-02,5.283915775629041134e-01,nan,nan,nan,nan
3.586197258046117803e-02,5.013519955971810216e-01,8.651965152912519663e-01,nan,nan,nan
5.931580402744623948e-01,6.150050138872468208e-01,6.282515704790401223e-01,9.170084772337333545e-01,9.669230916451677649e-01,nan
7.709296731304937644e-01,9.954037378576383599e-01,nan,nan,nan,nan
1.809101287934195695e-02,4.251648201526538884e-01,6.582578314289124766e-01,8.630340685934702050e-01,8.951138345061340207e-01,nan
4.794769230972294460e-01,8.014067871580115021e-01,8.705433756200855466e-01,9.493266141033873673e-01,nan,nan
4.621795832115164759e-01,5.241656521538494706e-01,8.947686776247419926e-01,nan,nan,nan
3.921320780703339559e-01,5.305404444010339837e-01,5.610152993490957751e-01,7.553241299282389409e-01,8.104836414980001180e-01,nan
6.022175834662594207e-01,9.236974845886360974e-01,nan,nan,nan,nan
5.810415818348486916e-02,8.599751988611803455e-02,nan,nan,nan,nan
1.544672230161716134e-02,nan,nan,nan,nan,nan
8.247086840892628792e-03,6.277966578721634605e-02,5.929934574520659973e-01,8.554102846191362630e-01,9.964702771900646461e-01,nan
nan,nan,nan,nan,nan,nan
4.346146510491342985e-02,3.611113635301015368e-01,7.513848283980401055e-01,9.431378532419745220e-01,nan,nan
1.984860207909427965e-02,9.270870937064635831e-01,nan,nan,nan,nan
1.127179116927363653e-02,3.895245927197027447e-01,5.654666250454544185e-01,8.566801411026104818e-01,nan,nan
9.669477384558629041e-01,nan,nan,nan,nan,nan
1.909145510049121627e-02,4.914400433458966932e-01,8.247344731311435639e-01,9.892880544091926520e-01,nan,nan
