1.168358238523234741e-02,6.088932098464747700e-01,7.405694433415919153e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.398287713051641956e-01,7.067341879309604336e-01,7.396368564336633922e-01,9.755355618590526579e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.588845019455059016e-02,5.852228440456825886e-01,5.944190399125843793e-01,7.145519664471859933e-01,8.211858856231849524e-01,8.665618530472574133e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.520020090821664616e-01,8.985956961987212610e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.030683173199149108e-02,5.658726944173272239e-02,5.421924122116429379e-01,5.875294554295967808e-01,8.076935509856312256e-01,8.946420719065765192e-01,9.008344867873079309e-01,9.151656751373894449e-01,9.509897350566450802e-01,nan,nan,nan,nan,nan,nan
5.581578611586170968e-01,8.300690752668846706e-01,8.874875618626114626e-01,9.428993202795632467e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.213923136629672217e-02,1.326011467738394400e-01,1.407065010319362985e-01,2.059215987898946054e-01,2.695335197098463476e-01,8.443103301654960591e-01,8.828872582241471534e-01,9.929605943941283153e-01,nan,nan,nan,nan,nan,nan,nan
1.947578213743714551e-02,2.843451995814572641e-01,9.639258057180918327e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.868439667962434728e-02,1.762941056666897099e-01,5.894263432057723628e-01,7.215828087277115221e-01,9.008880724443978361e-01,9.448613597626467353e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.405979395675379662e-01,1.510749271691032847e-01,1.623733267317879758e-01,2.002331782370537494e-01,2.211016684694134538e-01,2.533158048365513060e-01,2.694950959578064631e-01,7.682967308634329751e-01,7.942302426846402641e-01,8.317120104011409554e-01,8.938063506658744384e-01,9.036008486514911509e-01,9.196969717190063287e-01,9.348146885273904694e-01,9.549149632136595400e-01
2.741107468546831807e-02,1.501536097456128704e-01,2.708914740493059137e-01,6.269114658181337285e-01,8.188283947412730024e-01,9.045595147775191691e-01,9.400652673674061433e-01,nan,nan,nan,nan,nan,nan,nan,nan
2.282643340613271787e-01,6.046031135954392788e-01,6.950428207045044049e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.891771949230082656e-02,2.099549064925649855e-01,3.587156042545565637e-01,6.228017739947897535e-01,8.185290119902124406e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.454256087616088766e-02,1.223131454606479485e-01,3.430287228760376395e-01,6.218160648131775270e-01,6.753860780792882990e-01,8.836774937496991722e-01,8.946436659454937157e-01,9.347297966873794328e-01,nan,nan,nan,nan,nan,nan,nan
6.166439645868313502e-01,8.288640003807898893e-01,8.887478720507221430e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.111532715869383070e-01,7.762095585839329237e-01,9.333676533619280624e-01,9.702138258631849421e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.174767757797426544e-02,8.709902785127038305e-02,1.107727114772507210e-01,2.372593288532683919e-01,2.958430208268227890e-01,6.067908764033380642e-01,7.029248056254893129e-01,8.545100662074796016e-01,9.646716120426599428e-01,nan,nan,nan,nan,nan,nan
5.489573465583698353e-02,1.196168842381505892e-01,2.958063579317263270e-01,3.269741374970519532e-01,8.517296916290936215e-01,9.835200842601556914e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.878468322850858740e-01,9.067316708322981089e-01,9.364846852525672283e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.895815247478989995e-01,5.676792965706439764e-01,7.894159671245413179e-01,9.267930583831209823e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.012066540967430150e-01,6.057353075394110720e-01,7.674097223473357321e-01,9.454975481086504985e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.838122271088781901e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.220613651601367255e-01,8.332876251941483403e-01,9.471254325498742466e-01,9.971145115297574968e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.313554609660275985e-01,3.191903713228395056e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.578841276058550569e-02,1.226899503112119927e-01,1.707549872473179409e-01,6.170849758421548259e-01,7.089909021896978469e-01,8.259301902889517599e-01,8.619601221879020780e-01,8.918137278779834087e-01,9.328171168047214579e-01,nan,nan,nan,nan,nan,nan
2.733823081401784427e-02,2.166034759983335722e-01,6.499813052598613083e-01,7.460960504089969580e-01,8.916190697767181206e-01,9.703526369963383358e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.305098715123077013e-01,3.023529645528005294e-01,5.717771628494624503e-01,9.073086758496653470e-01,9.431700288654497610e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.738942467131844277e-02,2.167107029185221245e-01,2.906109217170453340e-01,3.550624933689834339e-01,7.673947643309844135e-01,8.279046299119845465e-01,8.886073371312978031e-01,9.948407076910004143e-01,nan,nan,nan,nan,nan,nan,nan
8.227798689344130445e-02,1.442096795826079414e-01,1.964764177511877097e-01,2.672085954137201624e-01,5.932532784746693544e-01,9.727031956624939690e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.412047864762627780e-02,3.299106352126458808e-02,1.950862860680034616e-01,9.417344485377879826e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.918689594729321157e-01,9.724402163118224252e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.499083724187968258e-02,5.705050456521624236e-01,6.335445397827998981e-01,8.770542249779076371e-01,9.793897070015600281e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.337939735097422700e-02,2.007815461599194440e-01,2.466356511178179056e-01,6.764402753283330627e-01,7.757046560245661748e-01,8.027696389116316666e-01,8.566861146828703699e-01,8.877589747912754126e-01,9.371573326049686958e-01,nan,nan,nan,nan,nan,nan
1.085540502638282674e-02,1.140539108410290048e-01,2.664589893452214420e-01,6.588570066277171788e-01,8.014498302941682750e-01,8.155828388290975450e-01,8.328048538262605716e-01,8.892229512540674730e-01,9.823293186536434796e-01,nan,nan,nan,nan,nan,nan
1.939753336193706379e-01,3.447526945003655530e-01,8.443200056110169438e-01,9.444487446424536525e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.138835340302471327e-01,2.400408711578379262e-01,9.128131887962640523e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.960686106972169773e-02,1.288227370152369988e-01,1.725419790148854104e-01,1.832010206890681558e-01,2.665688668184932886e-01,5.062238137403336502e-01,6.293009486904079797e-01,6.969368355035616691e-01,8.477336399522795718e-01,8.875600906333457329e-01,9.575808264847118778e-01,nan,nan,nan,nan
1.978767624046440243e-02,5.875319576999901150e-01,7.085476666940248025e-01,7.664396013835070853e-01,9.233700822323899216e-01,9.728505145149847211e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.635022250929750842e-02,8.688878153222133749e-01,9.038672941100409641e-01,9.389128328362525977e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.071014137197520588e-02,6.957456065136433665e-01,9.167366931670075658e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.720186634524910524e-02,3.091021623990537481e-01,6.941932721029621112e-01,8.764171654711003789e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.462732741729885072e-02,2.789963463886603323e-01,2.920452416418422570e-01,8.542650475976313329e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.170904993723564415e-02,2.389077504470537572e-01,6.227006822708989198e-01,7.423946364371643014e-01,7.802522080960716533e-01,8.154719048416596561e-01,9.136723016313097467e-01,9.631007793664042582e-01,9.925923899395828753e-01,nan,nan,nan,nan,nan,nan
3.945672632894838688e-02,2.377575957622586333e-01,5.793979478120554472e-01,7.943051625137503846e-01,8.840284603415350384e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.156803865966979927e-01,3.173599883331179039e-01,7.259287148761864872e-01,8.304496613260431426e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.567468067878772853e-02,1.931863028906746493e-01,6.860919400128308032e-01,8.680829924870350212e-01,9.860814267701115687e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.944006157883548885e-02,1.985292803818813068e-01,8.813795198324760882e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.262289687880507036e-02,2.994402106029388916e-02,9.648617475218811135e-02,2.377172999412577870e-01,6.561798182662179624e-01,7.619353107868019892e-01,8.016583342916101529e-01,8.343907557308849476e-01,8.836222584476832731e-01,9.125621462021354935e-01,9.171162227119998844e-01,9.955688869107977013e-01,nan,nan,nan
5.895400945643198415e-02,2.120754231005598789e-01,2.392059284012582887e-01,7.730376620980028424e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.672784995808418440e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.174262299177971647e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.975078869709263774e-02,1.714596636607541025e-01,2.241912680624071341e-01,2.994659747203221589e-01,7.087123716919150329e-01,8.350551548586565564e-01,8.874070258266184563e-01,9.304751029285756037e-01,nan,nan,nan,nan,nan,nan,nan
2.830483006395951087e-02,6.028280585844147943e-01,8.225938853705112574e-01,9.651427246840484919e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.705462089268996700e-02,7.528820038270278570e-02,1.562096230869030600e-01,1.945862397667335320e-01,9.975346705318032248e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.269063834289348325e-02,2.184055184589335785e-01,5.413548930433249584e-01,9.631373866554919783e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.747083260952844913e-02,1.419374883181043212e-01,7.896374829280284890e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.140539108410290048e-01,8.255299382380353324e-01,8.610672935762232472e-01,8.680140781068689249e-01,9.233592946666941970e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.775751680172624525e-01,9.650532360806481913e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.860632510193878590e-03,3.017584251073436585e-02,9.268112971539879674e-02,2.968427056519652441e-01,9.925842529269705006e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.075050799796051920e-01,2.402412937486760880e-01,7.784853827743408727e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.519823245550722124e-01,2.533087058027687077e-01,3.511916849591900092e-01,6.042810435928124280e-01,7.011319566916678347e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.847016303904186557e-02,8.805832047166350929e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.406294199826197112e-03,3.851644725647737633e-02,9.378316666729685780e-02,1.724112678236719987e-01,2.137123713212083775e-01,2.904783569922071984e-01,9.390568338635550960e-01,9.582776624509156127e-01,nan,nan,nan,nan,nan,nan,nan
1.862473588072614816e-01,8.858849040140197584e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.059153449674448938e-02,5.891961714002578177e-01,7.809149761142535340e-01,7.969127321523061802e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.004500305499411890e-02,2.678431341147979317e-01,3.069948614858029057e-01,6.909366505950472748e-01,7.565623245862115320e-01,8.257961427372139118e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.132065976010381544e-02,3.174046955641455225e-01,5.551333576665227199e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.577564191391136295e-02,1.316654459294214208e-01,8.650077207089602593e-01,9.095673177833724088e-01,9.339489585773046443e-01,9.784282791104312871e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.371653658196981790e-02,9.830808709324481698e-02,2.372937675080152298e-01,3.180350823499039636e-01,4.995023076864333889e-01,6.055300472258124955e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.925759713387353855e-01,8.658002546162069102e-01,8.973970160036316424e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.877610581630695163e-02,7.385430862417313724e-01,8.606552530514538502e-01,9.144439276792698523e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.053563266403716711e-02,7.877610581630695163e-02,1.540069949393342019e-01,1.816261287741744168e-01,2.326940940709833483e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.155896857823072152e-02,6.653612970761396683e-02,2.734102038212300467e-01,8.344114040954639933e-01,9.338494052863223205e-01,9.512312319526063931e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.540563545397597989e-01,1.961114755158216982e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.626685056685876596e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.994439028419192517e-02,9.731405554565768223e-02,2.118532029542953277e-01,2.411014816332240907e-01,6.574114913598271270e-01,8.203231583975711949e-01,8.702814131132757813e-01,8.848679813261676186e-01,nan,nan,nan,nan,nan,nan,nan
5.191160112608839833e-02,3.045945354418241879e-01,8.146394828908095631e-01,8.654486948936112034e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.542729399438053095e-01,3.456862267104426345e-01,7.312430738082278392e-01,9.564495593075523772e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.395986847621964427e-02,2.015759706714632948e-01,5.874952762695574426e-01,8.624880456348874569e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.655479553262807851e-02,2.113982345907779448e-01,2.539746618987850368e-01,5.153496494708420528e-01,8.589778792624507275e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.222609165901712917e-03,8.896968812665653759e-02,2.614747818224105735e-01,2.706433785736406250e-01,6.235985154233644190e-01,6.390712951328949565e-01,7.155631431808014975e-01,7.870340837401282874e-01,9.142134037023665893e-01,9.973097812971191134e-01,nan,nan,nan,nan,nan
1.228844972004598801e-01,6.375458925657805365e-01,8.887781587901496527e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.429244356601778065e-01,9.688822658425410017e-01,9.939674338590621661e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.707578602244362309e-01,2.629768113305175903e-01,2.940349729172787585e-01,6.525276156121209148e-01,7.116987294620132909e-01,8.011512816332388986e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.140639940639473493e-01,1.585778273931658378e-01,2.020388165528856361e-01,2.330982941485203741e-01,2.521227223130083073e-01,9.425451100038841901e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.688394825794159296e-02,5.985130879121359770e-01,7.979533244645455881e-01,9.361690655469543376e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.678856467620139105e-03,1.921460627498238760e-01,2.938661160040691445e-01,6.412260279716017752e-01,8.152819547158010050e-01,8.834397039209872515e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.623525782763931335e-01,3.259758242867917266e-01,3.511038460007157580e-01,5.350898381798417924e-01,5.571767858110665550e-01,6.652483612723870676e-01,9.835504266055918876e-01,nan,nan,nan,nan,nan,nan,nan,nan
2.707869903588818947e-02,1.557480190730092806e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.054458449003099110e-02,1.045161828684411376e-01,1.742602417556492478e-01,2.653256276750660669e-01,8.196397790854828003e-01,8.538432574859958768e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.703601215651148769e-03,2.359458593208015043e-01,3.131028479099295381e-01,7.460960504089969580e-01,8.352078304233225836e-01,9.706922599623909464e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.539495465181704215e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.950153031443121687e-01,9.688320350813118820e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.006606846463876659e-01,8.239337677571301199e-01,9.045247980927286768e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.264063371276648889e-02,8.087152557902350936e-02,7.262580321952858409e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.947263854440965947e-01,7.259059534832752458e-01,8.354370754620247252e-01,9.887193943601122470e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.752827287514426402e-02,7.862598812804298676e-02,1.904995132249994727e-01,6.940096239914274046e-01,8.878948758766379568e-01,9.123455607980900384e-01,9.760690088362395933e-01,nan,nan,nan,nan,nan,nan,nan,nan
3.004252525124462836e-01,8.499465366761292939e-01,8.887478720507221430e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.515558301750973391e-02,1.724170879192535311e-01,2.440461534321029247e-01,6.544590347197245528e-01,9.728098479872588911e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.682978281553387967e-02,1.492250264703136875e-01,1.930469171620976532e-01,2.688082690731760649e-01,6.244526051822871793e-01,8.192684792297840746e-01,9.397478682695135088e-01,9.735470168451358930e-01,nan,nan,nan,nan,nan,nan,nan
5.962797281770696595e-02,3.225175753911826981e-01,6.687869793859627654e-01,6.791950526073620154e-01,6.871147198669369516e-01,7.191787570811470909e-01,9.316182883269419346e-01,9.724717449187784135e-01,nan,nan,nan,nan,nan,nan,nan
7.424162115685557263e-03,1.232699395177149909e-01,1.511701431914038163e-01,2.004321550716646472e-01,8.770043463880671242e-01,9.848791507197900419e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.897482686327764942e-02,4.031721077887632371e-02,2.363356759774108973e-01,3.493861949260480548e-01,5.866528637724702788e-01,6.969597637144990809e-01,9.323447808311406959e-01,nan,nan,nan,nan,nan,nan,nan,nan
4.070335743890882846e-02,2.628213369300782531e-01,3.523952399477125463e-01,6.203004303682652099e-01,6.545047428589094718e-01,7.379786852530121344e-01,8.489383626669857463e-01,9.283128818140251592e-01,9.629561481376693877e-01,nan,nan,nan,nan,nan,nan
4.395595677885808655e-02,1.174485649979748192e-01,8.984038554685654931e-01,9.663122673305578614e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.089669063433925944e-01,7.998895442242371923e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.525081535090615503e-02,1.138611804147333234e-01,8.029512481361792409e-01,9.343326771082888227e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.008764693239072752e-02,1.274261364997025803e-01,1.617263693554247816e-01,6.572710861877565369e-01,7.307021385551971671e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.468378160302632796e-01,3.072090929021450423e-01,8.527037606195427832e-01,8.874407786739241244e-01,9.059251427461849637e-01,9.259388388768445832e-01,9.639216538027725045e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.953995443717783997e-01,8.176518457376622528e-01,8.544822632031091603e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.256653166269157754e-02,2.028079032597799106e-02,4.071006723063021887e-02,1.767409740882671942e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.094663150290955733e-02,1.222239719579639172e-01,2.660602571918772585e-01,7.820515443975796233e-01,9.238537989024262487e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.171072182456511790e-01,1.663129383097300407e-01,1.946410672913519713e-01,2.718519566382860964e-01,8.443151678882564459e-01,8.834850969594559844e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.195986862450233001e-01,9.075278376654490886e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.953700361164733612e-02,3.877286509811753851e-02,5.394190625256945620e-02,6.006603139396626823e-01,8.554121439519456471e-01,9.629561481376693877e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.186182559271741210e-01,7.066756718744288124e-01,8.044679576305937552e-01,8.338511550220640833e-01,8.451782843559314529e-01,9.510127744795999760e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.189540420786237666e-02,1.479980984227837471e-01,1.995684269378934783e-01,2.357601352516071613e-01,2.441910812262177433e-01,5.592730767345868159e-01,7.598213186171659528e-01,8.622303488550462358e-01,nan,nan,nan,nan,nan,nan,nan
5.387992223462606534e-01,9.332367382820159207e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.105410234812312070e-02,4.800646527356561971e-02,2.558445807607213074e-01,6.035671921879339763e-01,9.491240793220455663e-01,9.702210175736487585e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.898581164495103668e-01,2.078880867536774535e-01,7.939608130369547601e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.325411849610806103e-01,6.238068896734525470e-01,9.364706910737008450e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.027044390128495133e-02,1.291300714255474991e-01,3.457321758089988428e-01,7.837409661551432150e-01,8.479998259161218854e-01,8.886693378310438485e-01,9.301526066132150827e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.353783443955926036e-02,1.780427107528897712e-01,2.474447370803330992e-01,2.963269599208941396e-01,5.733327780146593167e-01,7.952723548944519161e-01,9.429746478860707715e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.945353528546010569e-02,7.433599382135687161e-01,7.880191071142994552e-01,9.566754679857301102e-01,9.677337237319993957e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
