1.993254472150323420e-01,3.009443346040417966e-01,nan,nan,nan,nan
2.587727375750041303e-01,9.100972801173449200e-01,nan,nan,nan,nan
5.864069925371545589e-01,8.220445536101607109e-01,nan,nan,nan,nan
1.770184480718838826e-01,3.659484446295012128e-01,6.519050692735949282e-01,nan,nan,nan
2.122533623285305093e-01,5.842161343281024877e-01,9.236242943690167184e-01,nan,nan,nan
1.794066705412933338e-02,3.252974309801537345e-01,nan,nan,nan,nan
7.202440013905949678e-01,nan,nan,nan,nan,nan
9.137624204361424057e-03,2.521593296020959718e-01,3.886956024025057799e-01,nan,nan,nan
6.781996123742201066e-02,3.253530555242308275e-01,8.878981010251448813e-01,nan,nan,nan
5.578113986534893876e-01,7.253721728700358584e-01,9.842401264673406036e-01,nan,nan,nan
3.209569371498628421e-01,5.723300719297086392e-01,nan,nan,nan,nan
7.141596475201832106e-02,nan,nan,nan,nan,nan
1.159162672857765447e-01,6.145097503653499382e-01,nan,nan,nan,nan
5.937728239496710414e-02,6.975445721084262696e-02,6.174872482447221200e-01,nan,nan,nan
9.206010327444508201e-02,8.767384013835960443e-01,nan,nan,nan,nan
3.533908099282081494e-01,9.658966680212289768e-01,nan,nan,nan,nan
3.796009245722284930e-01,6.683438551023072050e-01,nan,nan,nan,nan
9.089765966171824141e-02,6.065086573736421238e-01,nan,nan,nan,nan
5.933007289354614439e-02,2.609843738959889969e-01,5.886738826954915904e-01,nan,nan,nan
2.661219613262433281e-01,7.144713191991755030e-01,8.578773807434612042e-01,nan,nan,nan
2.663845143641812019e-01,7.145858490418454112e-01,nan,nan,nan,nan
2.117486821931988394e-01,6.092367993744842725e-01,nan,nan,nan,nan
2.257600247810031269e-01,7.037281456337679542e-01,9.392610376629876301e-01,nan,nan,nan
1.299950228915109640e-01,3.422950015907025301e-01,7.047724635485930200e-01,8.937449430968883446e-01,9.652247620822773655e-01,nan
4.070335743890882846e-02,2.688439125247789607e-01,5.532887766092360327e-01,9.770748659283522430e-01,nan,nan
8.735672463111159025e-02,7.099167978412411761e-01,9.381489916295162601e-01,nan,nan,nan
1.902291382751653548e-01,7.837169258240309633e-01,8.154672710075978603e-01,8.202670519347516898e-01,nan,nan
5.486245445960560296e-01,8.096823554942553791e-01,9.808860832321117940e-01,nan,nan,nan
6.281113878807519368e-01,6.957968937890386396e-01,8.139039451425221783e-01,nan,nan,nan
nan,nan,nan,nan,nan,nan
3.885495068822074072e-01,5.202889644092628663e-01,7.238187819451885607e-01,9.741298604934209848e-01,nan,nan
9.639090312387883774e-02,5.223734668589299357e-01,6.267912456272360933e-01,nan,nan,nan
8.249042038216748696e-02,nan,nan,nan,nan,nan
2.811808655127159134e-02,2.359156096520464985e-01,nan,nan,nan,nan
3.541435484685326318e-02,1.811470274028635086e-01,7.747651369008813349e-01,8.594049890155889271e-01,9.880424653450378125e-01,nan
9.006916720215252248e-02,3.649966365778846145e-01,8.161804366050351423e-01,9.160486614855211096e-01,nan,nan
3.160267415968755211e-02,2.225813443620066612e-01,3.210047027113712148e-01,7.866581500503678770e-01,9.620034318545767071e-01,nan
1.993161610115726234e-01,nan,nan,nan,nan,nan
1.791147575307402984e-01,7.757040258231338026e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
1.037761966394545529e-02,5.963916074666562039e-01,7.406173571857902482e-01,nan,nan,nan
2.058428792168538399e-02,1.196177924696266853e-01,3.073957252028154952e-01,6.973999594150277481e-01,8.142676084396871516e-01,nan
1.108867408658418957e-01,nan,nan,nan,nan,nan
4.059208981541844591e-02,1.705361590675865680e-01,1.857405841789338818e-01,6.348516702302703374e-01,8.946281333337188224e-01,nan
1.260917776432853576e-01,6.169815115952244078e-01,7.808241344313072707e-01,9.184299517391741885e-01,nan,nan
7.682946919764458427e-01,nan,nan,nan,nan,nan
2.566900515882892253e-01,6.089368049573274932e-01,nan,nan,nan,nan
2.110887500814627796e-02,6.870075114820847206e-01,nan,nan,nan,nan
2.759411298444047200e-01,7.999565680001060608e-01,nan,nan,nan,nan
8.486956239034957328e-01,nan,nan,nan,nan,nan
1.460452895371511413e-02,1.229420864901791116e-01,6.282221365148273895e-01,9.459716634745110042e-01,nan,nan
2.787092711008677393e-01,7.433725237068803393e-01,nan,nan,nan,nan
5.652676454362183245e-01,6.874787724061631744e-01,nan,nan,nan,nan
2.752364534309685862e-01,nan,nan,nan,nan,nan
2.179692337143530889e-01,6.753982187245300972e-01,nan,nan,nan,nan
1.376511918109994681e-02,1.550933324614311160e-01,nan,nan,nan,nan
7.702708739210858413e-01,nan,nan,nan,nan,nan
2.924188398792356147e-01,5.077999289874197686e-01,8.559875363950594229e-01,9.539216916148585135e-01,nan,nan
4.008755796277674310e-02,6.896592693622531633e-02,3.498533966114883986e-01,6.602504561360896806e-01,nan,nan
6.890402076669416287e-01,8.062886281041219405e-01,nan,nan,nan,nan
6.805434612486543910e-01,7.877643574529215043e-01,nan,nan,nan,nan
9.086223863415034130e-02,3.430657935485315058e-01,7.075357114762867994e-01,nan,nan,nan
6.685149918618752407e-01,nan,nan,nan,nan,nan
1.056440766144036841e-01,5.924109401189271429e-01,nan,nan,nan,nan
5.202445166729426917e-01,8.925453361349864334e-01,nan,nan,nan,nan
1.262596151130014055e-01,3.077019289576149452e-01,nan,nan,nan,nan
5.894263432057723628e-01,nan,nan,nan,nan,nan
9.961271527032193596e-02,7.406566891693062704e-01,nan,nan,nan,nan
5.722326502023946659e-01,nan,nan,nan,nan,nan
9.565067593552105049e-03,2.119450084747264151e-01,6.227765474021577097e-01,7.298915326951097571e-01,8.778151005308445498e-01,9.438532042888394535e-01
nan,nan,nan,nan,nan,nan
2.899506559692568430e-01,nan,nan,nan,nan,nan
5.390267621340281146e-01,6.752334210499585376e-01,8.873835971616023111e-01,nan,nan,nan
1.339252185186396056e-02,6.516029618281060642e-01,9.017284089838253358e-01,9.728985951772092244e-01,nan,nan
1.918542053452795548e-01,2.983841783556057670e-01,5.525447311416112894e-01,7.503356193334232982e-01,nan,nan
3.602308865280801631e-01,5.804464361775361070e-01,8.016212636191162311e-01,9.913037021516781788e-01,nan,nan
6.563456539196192985e-01,9.729980187208377984e-01,nan,nan,nan,nan
9.027011990360734872e-01,nan,nan,nan,nan,nan
1.584942515620283709e-01,nan,nan,nan,nan,nan
1.156297480580713438e-01,7.192165320964183373e-01,8.109240191341017256e-01,nan,nan,nan
1.956506685213865379e-02,2.376097764556892866e-01,5.282706509039201137e-01,9.723671685516732666e-01,nan,nan
6.674196461663622904e-02,8.489383626669857463e-01,nan,nan,nan,nan
2.438549985093882433e-01,9.632086179526889724e-01,nan,nan,nan,nan
7.123585132910593698e-01,nan,nan,nan,nan,nan
2.872971557674811396e-02,5.100978287632978309e-02,5.894308287571441429e-01,8.462015090581075372e-01,9.737042521025187636e-01,nan
