5.511857908065009859e-01,5.867867508695806533e-01,6.003374201688278511e-01,6.834618986451056477e-01,7.404973345654538575e-01,nan,nan,nan
5.459036569115216508e-01,6.752301938508467050e-01,8.595581829467523471e-01,9.012333761576957203e-01,nan,nan,nan,nan
5.060544598568942343e-01,8.470562595563503328e-01,9.555642370766314064e-01,9.940934463901915930e-01,nan,nan,nan,nan
1.016281160257116734e-02,5.643331509655483691e-01,6.303479962142904958e-01,7.273089809982988818e-01,8.021369013318873087e-01,9.279173180980337943e-01,9.455172223333712100e-01,nan
2.868221448065870205e-01,6.026074650442990732e-01,6.840600216597492178e-01,nan,nan,nan,nan,nan
5.331793030348980916e-02,7.647885560009806127e-01,nan,nan,nan,nan,nan,nan
5.876270268955846587e-01,8.999603214269016327e-01,nan,nan,nan,nan,nan,nan
3.180814333671315441e-02,4.432042803311495582e-01,8.908252386793594768e-01,nan,nan,nan,nan,nan
3.744138386841618926e-01,5.913353946629578139e-01,7.856094252653110788e-01,nan,nan,nan,nan,nan
9.158106574637016051e-01,nan,nan,nan,nan,nan,nan,nan
7.146052126659326043e-02,6.195851832613482602e-01,8.373861049556131642e-01,nan,nan,nan,nan,nan
4.697521190799870960e-01,5.140383766326100945e-01,6.237130037030119700e-01,6.917188594400255353e-01,7.475328694791715245e-01,nan,nan,nan
6.130314922275736933e-01,6.907152697373868389e-01,8.298691830544266956e-01,nan,nan,nan,nan,nan
3.510252083315459348e-01,4.054161759937627285e-01,7.554943223749027714e-01,nan,nan,nan,nan,nan
4.761938968404819117e-02,9.792312418606509417e-02,5.040498948918863409e-01,6.957212628975034674e-01,7.171253807881486919e-01,8.347331080379620794e-01,9.379647135850225359e-01,nan
5.584215207726924701e-01,6.549175159324751583e-01,7.272716427299853459e-01,7.558189444778681265e-01,nan,nan,nan,nan
5.182635659371227499e-01,7.935683144866033656e-01,9.895239124575744283e-01,nan,nan,nan,nan,nan
7.855167776246962941e-01,8.429301143870921997e-01,nan,nan,nan,nan,nan,nan
9.495496791624896682e-01,nan,nan,nan,nan,nan,nan,nan
7.564268652977931273e-01,9.089452134649868009e-01,nan,nan,nan,nan,nan,nan
4.509907941750677107e-01,nan,nan,nan,nan,nan,nan,nan
3.567577366744898448e-01,9.506921134114745264e-01,nan,nan,nan,nan,nan,nan
3.820131027623769882e-01,4.934707780965138513e-01,6.561914844482178433e-01,nan,nan,nan,nan,nan
5.770290505941912118e-02,1.191717463379687453e-01,7.680045459785872497e-01,8.369630225244436561e-01,8.922140141207188790e-01,9.438303499354689929e-01,nan,nan
3.970195330162939462e-01,6.250436776513940140e-01,9.669784264003843388e-01,nan,nan,nan,nan,nan
5.162090473949285802e-02,7.261250202999864900e-01,8.480945730870330657e-01,9.621176742812536098e-01,nan,nan,nan,nan
3.706991505708947532e-01,4.011170462571647666e-01,6.792970952959417330e-01,8.009436251036828880e-01,nan,nan,nan,nan
4.354436570607731621e-02,6.568228336989065941e-01,8.180683611657845189e-01,8.919951118597153616e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
3.739597129476575632e-01,4.819728759183094513e-01,5.451497081802384459e-01,6.683467787481440769e-01,7.557095187302815820e-01,8.108936517278226841e-01,nan,nan
6.237130037030119700e-01,7.273933284256313136e-01,8.936049978757037993e-01,nan,nan,nan,nan,nan
4.913817387895973998e-01,7.387369532450255294e-01,7.919600529771900765e-01,nan,nan,nan,nan,nan
8.480392129489012776e-01,9.363741439675293821e-01,9.878340702585894917e-01,nan,nan,nan,nan,nan
5.992676825890816961e-01,9.023923600674149670e-01,9.695792868101387185e-01,nan,nan,nan,nan,nan
4.887878079157027544e-01,7.969976986326071655e-01,9.006310395791228274e-01,nan,nan,nan,nan,nan
5.456280999837092444e-02,3.694274919004386648e-01,4.724470231906943707e-01,7.950146329968049708e-01,9.589834426736251194e-01,nan,nan,nan
5.015653897655781429e-02,3.390003060671919477e-01,4.552138259317852764e-01,6.825559570173835855e-01,7.238598489442408246e-01,8.466461731777821242e-01,nan,nan
5.073618576720039242e-01,6.167355956651869864e-01,8.471672590446814866e-01,nan,nan,nan,nan,nan
4.335911103751193818e-01,7.488487959538008276e-01,nan,nan,nan,nan,nan,nan
5.076663003573559374e-01,8.908686688473298476e-01,nan,nan,nan,nan,nan,nan
9.842981794002514384e-02,5.737332821139947692e-01,8.423015826399947725e-01,nan,nan,nan,nan,nan
2.830905770546873410e-02,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
3.880240309196397730e-01,5.873688064988791258e-01,9.506425405780166704e-01,nan,nan,nan,nan,nan
7.498537055680318253e-02,6.193470153676798873e-01,6.500285380116008760e-01,7.557095187302815820e-01,9.663331165463152628e-01,nan,nan,nan
5.251565250159544174e-02,9.322328451978748598e-01,nan,nan,nan,nan,nan,nan
2.852704618152368532e-02,6.555286857655505672e-01,9.724783710910119838e-01,nan,nan,nan,nan,nan
7.600655061970102988e-01,7.856094252653110788e-01,nan,nan,nan,nan,nan,nan
6.740835206550173098e-01,8.431255374515015388e-01,nan,nan,nan,nan,nan,nan
3.861261757302880682e-02,3.731137257657251571e-01,4.340203100888610499e-01,5.198115937886788052e-01,6.792042953578354414e-01,7.293490566617232274e-01,7.390294405773009112e-01,8.884133033077137309e-01
7.555134610929914452e-01,nan,nan,nan,nan,nan,nan,nan
3.927537310474021326e-01,7.258229382257515017e-01,9.835914936571394929e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
4.211092141048392579e-01,4.586061256386277929e-01,8.329719144642461215e-01,nan,nan,nan,nan,nan
1.016281160257116734e-02,4.111707367071323199e-02,4.130429805350099293e-01,4.623035279866185565e-01,6.179133375492663616e-01,nan,nan,nan
9.405031320232940528e-01,nan,nan,nan,nan,nan,nan,nan
5.487220489048566519e-01,6.074171975038035187e-01,8.084579579475151823e-01,nan,nan,nan,nan,nan
1.779662182842377954e-02,3.870204158340859180e-02,4.842623133410216552e-01,5.371878237749482254e-01,7.272364366265516855e-01,8.340448756742273595e-01,8.554146250976417676e-01,9.271998699988613923e-01
3.861026457678634061e-01,4.278064709071940364e-01,4.663189782625282720e-01,7.356776773860917995e-01,nan,nan,nan,nan
7.538749177657003697e-01,8.702608130076678883e-01,nan,nan,nan,nan,nan,nan
5.965921202597850304e-01,7.927020209724814359e-01,9.669131669253101524e-01,nan,nan,nan,nan,nan
7.408963793758940319e-01,nan,nan,nan,nan,nan,nan,nan
4.823995119576121593e-01,6.342652907569789056e-01,7.127585801995289794e-01,7.932206193136875916e-01,9.810302305951547064e-01,nan,nan,nan
2.112990625734042366e-02,5.267042228896123834e-01,5.724969564615485229e-01,6.416085427521142082e-01,8.751166916070730606e-01,9.012333761576957203e-01,nan,nan
4.578889313686076989e-01,5.779614919854206834e-01,7.035414598699409883e-01,7.138453497153991467e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
9.616831949211426256e-01,9.696300526406126385e-01,nan,nan,nan,nan,nan,nan
3.820131027623769882e-01,3.992828514192273137e-01,6.564455674297396959e-01,8.061597380361309462e-01,nan,nan,nan,nan
3.740152253832807472e-01,5.132357688528176309e-01,nan,nan,nan,nan,nan,nan
4.266324603116544711e-01,7.331042051418780181e-01,7.754750679107206279e-01,8.204988768313836722e-01,9.544643445935837578e-01,nan,nan,nan
3.806027264601509197e-01,8.287396940922128197e-01,nan,nan,nan,nan,nan,nan
2.005872185142577521e-02,7.327646578847533954e-02,7.781504779425258977e-01,8.012989605340850030e-01,9.315717471705283748e-01,nan,nan,nan
5.826581689404597419e-01,6.175991985902937742e-01,8.452554940177798848e-01,nan,nan,nan,nan,nan
8.947943143691312606e-01,9.451419866974233308e-01,nan,nan,nan,nan,nan,nan
3.673225121227534085e-01,6.454873060294729070e-01,9.721696133100697912e-01,nan,nan,nan,nan,nan
6.140683081662574871e-02,3.854641131521626130e-01,4.771988572205433932e-01,5.185525250441802569e-01,6.316673747653920312e-01,7.073214328411975282e-01,9.279438178615412314e-01,nan
nan,nan,nan,nan,nan,nan,nan,nan
3.771831908852591453e-01,7.000788494878921187e-01,8.014425009197500005e-01,nan,nan,nan,nan,nan
3.625332890587603663e-01,5.604888830699965574e-01,6.671401257236098115e-01,nan,nan,nan,nan,nan
5.485055834037159128e-01,nan,nan,nan,nan,nan,nan,nan
7.893505369933398463e-02,4.224876840826124469e-01,7.754893584919989591e-01,8.631418952173968151e-01,9.468019785880895656e-01,nan,nan,nan
7.729257602018124729e-01,nan,nan,nan,nan,nan,nan,nan
3.921686294682751317e-01,8.632518286232880866e-01,nan,nan,nan,nan,nan,nan
9.941188039225132833e-01,nan,nan,nan,nan,nan,nan,nan
6.123969193466498595e-01,nan,nan,nan,nan,nan,nan,nan
9.772473132057308068e-03,2.492455055360391983e-02,6.748086090116761637e-02,7.556205008465456396e-01,nan,nan,nan,nan
4.569092269892070096e-02,3.737300990964240732e-01,8.300713579742891035e-01,nan,nan,nan,nan,nan
3.186583870304674632e-02,3.631255232370689812e-01,4.536301604672365317e-01,9.541488095742731712e-01,nan,nan,nan,nan
8.748171224414466041e-01,9.286174550490147173e-01,nan,nan,nan,nan,nan,nan
4.233334935841381874e-01,8.404553309173198317e-01,nan,nan,nan,nan,nan,nan
8.256503902445536808e-03,4.914158280447606386e-01,nan,nan,nan,nan,nan,nan
1.282880457282355863e-02,4.407490924719401071e-01,5.970251020278969367e-01,6.764915470577165246e-01,nan,nan,nan,nan
2.287871296842075922e-02,3.714450275351326436e-01,7.684273238147739660e-01,8.880385499471553645e-01,9.469665106446555347e-01,nan,nan,nan
8.184281386063531061e-01,9.201309311686918235e-01,nan,nan,nan,nan,nan,nan
4.366396746438231391e-01,nan,nan,nan,nan,nan,nan,nan
1.016281160257116734e-02,4.276087126145829420e-01,4.406974382394328593e-01,8.110644279815368840e-01,nan,nan,nan,nan
3.020857293747695738e-01,6.005239338299890317e-01,nan,nan,nan,nan,nan,nan
7.169315568473992872e-01,8.290555844723366263e-01,nan,nan,nan,nan,nan,nan
4.431884667749569351e-01,7.347385349052397707e-01,nan,nan,nan,nan,nan,nan
8.875277949267573740e-01,nan,nan,nan,nan,nan,nan,nan
2.183816574119711723e-02,5.196016770796691997e-01,6.788558133145472517e-01,7.547261084452563384e-01,9.690083235147987084e-01,nan,nan,nan
3.891760091447536429e-01,6.249680619469031306e-01,7.647630969369979548e-01,nan,nan,nan,nan,nan
6.278096539247647323e-01,7.160257167513381926e-01,nan,nan,nan,nan,nan,nan
