2.942792850587578890e-01,8.276426129260100462e-01,8.947514112421104393e-01,nan,nan
1.975907540676978269e-01,8.486829614707351865e-01,9.280196190679983470e-01,nan,nan
3.833807832367071566e-01,nan,nan,nan,nan
9.802111950512855110e-01,nan,nan,nan,nan
7.940554769578466177e-01,nan,nan,nan,nan
2.674820107392082424e-01,3.262367416984692237e-01,nan,nan,nan
nan,nan,nan,nan,nan
8.883041778222604268e-02,nan,nan,nan,nan
2.592305656093842059e-02,9.111304941254901868e-01,nan,nan,nan
nan,nan,nan,nan,nan
9.991762514903133885e-02,7.714256241413514070e-01,nan,nan,nan
6.809408678579511598e-01,nan,nan,nan,nan
5.224777843658713616e-02,nan,nan,nan,nan
8.176146203957998515e-02,nan,nan,nan,nan
2.882497656632635463e-01,nan,nan,nan,nan
8.521150409018308780e-01,nan,nan,nan,nan
7.728405107794897866e-01,nan,nan,nan,nan
1.738103387790959908e-01,2.329391773086164630e-01,7.733781745221511850e-01,8.360989188753711332e-01,9.475576549361184320e-01
9.877089475925443507e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
8.493927492228203757e-01,nan,nan,nan,nan
7.128237715277561115e-01,8.276529284312801327e-01,nan,nan,nan
2.920128150971255665e-01,4.021972452485801930e-01,nan,nan,nan
1.941032181392618738e-01,7.475730429419138456e-01,nan,nan,nan
6.882189683386452650e-02,9.773192729870591178e-01,nan,nan,nan
1.969174968446062712e-01,7.891517756096271263e-01,nan,nan,nan
8.084428361160331811e-01,8.539459791481864848e-01,nan,nan,nan
2.487801062497042581e-01,4.392049729260612545e-01,nan,nan,nan
8.766028568834470791e-01,nan,nan,nan,nan
5.968353138108843658e-02,4.375966705641089471e-01,9.874576030602096877e-01,nan,nan
3.717550169800888926e-01,nan,nan,nan,nan
4.490296604877357933e-01,nan,nan,nan,nan
8.531692684900102908e-01,nan,nan,nan,nan
1.684603852628087928e-01,nan,nan,nan,nan
2.082725876530222009e-01,2.239606595614716533e-01,3.829814836680401902e-01,nan,nan
8.305210651569086000e-01,nan,nan,nan,nan
7.311037207004483784e-01,7.486822581408304478e-01,9.891614730371021125e-01,nan,nan
1.698424285256968924e-01,4.206950348745067125e-01,nan,nan,nan
4.640621223597954370e-01,nan,nan,nan,nan
1.133786135705160680e-01,nan,nan,nan,nan
7.337809566394981609e-01,nan,nan,nan,nan
3.778445964868457768e-02,4.196744179305647027e-01,nan,nan,nan
nan,nan,nan,nan,nan
7.450968741035207676e-01,nan,nan,nan,nan
4.272187820627856153e-02,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
7.913665614797719960e-02,nan,nan,nan,nan
1.740581666619067380e-01,4.579361615152368614e-01,nan,nan,nan
1.763674544956208012e-01,4.571620936724605233e-01,nan,nan,nan
3.475588271526264261e-01,nan,nan,nan,nan
8.864363467254451345e-01,nan,nan,nan,nan
8.081566660968984017e-01,nan,nan,nan,nan
7.832318691141409994e-01,9.546922548032104050e-01,nan,nan,nan
7.774558468667505107e-01,9.052977792251690747e-01,nan,nan,nan
8.832651387499397266e-01,nan,nan,nan,nan
6.872635053195184918e-02,9.656122188438704956e-01,nan,nan,nan
7.014302746439338154e-02,1.986569595772859353e-01,nan,nan,nan
nan,nan,nan,nan,nan
7.866567021159146522e-01,nan,nan,nan,nan
8.081566660968984017e-01,nan,nan,nan,nan
7.478464038315707496e-01,nan,nan,nan,nan
8.085449894564452622e-01,nan,nan,nan,nan
2.724207720175295111e-02,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.034676934999102654e-01,2.672771286066437657e-01,3.008059095057381005e-01,nan,nan
1.566621539883281122e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
7.912619145151519873e-02,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.967823722507792972e-01,3.510153739391972949e-01,9.607913186071680434e-01,9.740362781827489602e-01,nan
9.844393586824797815e-01,nan,nan,nan,nan
7.673384248734964608e-01,8.563135367988599089e-01,8.850765329501534273e-01,nan,nan
9.348193486483064030e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
4.221574282507588038e-01,nan,nan,nan,nan
2.453312108399762215e-01,3.378438164300422986e-01,nan,nan,nan
3.474108721162941053e-03,3.697246314231603104e-01,nan,nan,nan
8.848354186709792568e-01,9.032949514126913382e-01,9.881396625636246211e-01,nan,nan
7.519947928011413429e-01,7.870761211824637282e-01,9.754147621700582915e-01,nan,nan
1.227429610529999493e-01,9.873116940745094716e-01,nan,nan,nan
4.053362705526851462e-02,1.720288680693764505e-01,nan,nan,nan
2.035832740475953806e-01,nan,nan,nan,nan
9.949253255458372358e-01,nan,nan,nan,nan
8.463246536739609249e-01,nan,nan,nan,nan
5.239383661347929433e-02,4.166628232173890112e-01,7.780971345487157631e-01,8.414179045628207287e-01,nan
1.737481047390368738e-01,7.142321363795048894e-01,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
7.889362369633539096e-01,nan,nan,nan,nan
7.804877102690002122e-01,9.781623524126132896e-01,nan,nan,nan
3.897411021307485568e-02,2.082725876530222009e-01,3.782197697084761501e-01,nan,nan
1.651527739118314186e-01,nan,nan,nan,nan
2.509716396069365807e-01,nan,nan,nan,nan
8.345565377072211577e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
8.794925197667672334e-01,nan,nan,nan,nan
4.286656808681051367e-01,nan,nan,nan,nan
9.280889929722423159e-02,nan,nan,nan,nan
6.806996683266672843e-01,nan,nan,nan,nan
6.700713517531882435e-02,nan,nan,nan,nan
5.534893049097115714e-02,4.165769104038690718e-01,nan,nan,nan
7.578845626758590193e-01,8.015316394023315194e-01,nan,nan,nan
8.892057828211030746e-01,nan,nan,nan,nan
2.620529006390924232e-01,nan,nan,nan,nan
8.038753904013797025e-02,7.691098784603298544e-01,8.063457620963152550e-01,nan,nan
3.593778599418665509e-01,nan,nan,nan,nan
6.753895914846781701e-02,3.307386285407865056e-01,nan,nan,nan
4.268264092280293215e-02,1.615347809425728975e-01,7.989639311111802478e-01,nan,nan
nan,nan,nan,nan,nan
5.154594044372870498e-02,8.542441057757025336e-01,nan,nan,nan
3.569418022210731900e-01,4.015350281736909110e-01,9.733702673889793600e-01,nan,nan
1.307074049556198880e-01,nan,nan,nan,nan
9.722739465716503382e-01,nan,nan,nan,nan
1.939126157350671287e-01,nan,nan,nan,nan
6.462538304838526260e-02,7.726022950720443649e-01,nan,nan,nan
3.717340662741375201e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.044001171363986846e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
2.319817108649124826e-01,9.923493691130753636e-01,nan,nan,nan
1.553392970025784525e-01,2.138593502169452987e-01,4.109346060904959241e-01,7.518413816297900842e-01,8.519392936777461234e-01
nan,nan,nan,nan,nan
3.617844843717963887e-01,nan,nan,nan,nan
2.122367255005684072e-01,3.043546990749719794e-01,6.809855399634182627e-01,7.481509669933669171e-01,nan
3.239891550791288433e-01,4.312561088464835213e-01,8.211685890306962277e-01,nan,nan
nan,nan,nan,nan,nan
9.536793958012482753e-01,nan,nan,nan,nan
9.673098441037295547e-01,nan,nan,nan,nan
9.795423069988145048e-01,nan,nan,nan,nan
2.025230361856842076e-01,2.390187823185419280e-01,7.421281185754542431e-01,nan,nan
8.964264873189617955e-01,nan,nan,nan,nan
3.871460279123931786e-02,2.127074876501662548e-01,8.054003588261295921e-01,8.460465399791898822e-01,nan
9.754147621700582915e-01,nan,nan,nan,nan
3.382012572128612615e-01,4.037296092938439385e-01,nan,nan,nan
3.371019525716937859e-01,3.918910750845167601e-01,8.897226024229502039e-01,nan,nan
3.852514702791963730e-01,nan,nan,nan,nan
4.605589426692349719e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
8.928389506658827857e-03,nan,nan,nan,nan
4.037571670382947842e-01,nan,nan,nan,nan
2.402106068117287885e-01,9.787856945254931329e-01,nan,nan,nan
nan,nan,nan,nan,nan
9.899597951050795874e-01,nan,nan,nan,nan
8.221062130458745010e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
3.588885767714428826e-02,8.504118529418157602e-01,9.953590882798383221e-01,nan,nan
nan,nan,nan,nan,nan
3.426677857426929097e-01,9.061438211615343574e-01,nan,nan,nan
4.090211864280346443e-01,8.320170904904254927e-01,9.732137871416799424e-01,nan,nan
1.280387581666192764e-01,8.403878246347052938e-01,nan,nan,nan
3.474457189161216930e-01,9.651411156858339391e-01,nan,nan,nan
7.836568082547912262e-01,nan,nan,nan,nan
4.275374118226772657e-02,8.543221540821054338e-01,nan,nan,nan
3.523350552838617755e-01,9.876270842542336226e-01,nan,nan,nan
2.730430911050932274e-01,7.408688383504909991e-01,7.707718896513742202e-01,7.907293019599885842e-01,9.467892776716625436e-01
2.719043573632033695e-02,4.470332265834833230e-01,9.563123645823520258e-01,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
2.371957298923308421e-01,2.828756005478300639e-01,nan,nan,nan
3.384299886231059706e-01,8.006834022241422488e-01,9.899763979534378366e-01,nan,nan
2.125955303171420813e-02,2.797108077935773207e-01,9.922532473594224411e-01,nan,nan
9.924412495742722662e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
7.840146326721036604e-03,9.953135636532745023e-01,nan,nan,nan
9.240268791376577973e-01,nan,nan,nan,nan
4.357161369029527997e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
9.009247722596455121e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
6.334146496372734803e-02,1.569843430237985449e-01,2.396343878024691509e-01,8.171463731834373023e-01,nan
8.535396675934990851e-01,nan,nan,nan,nan
4.446046710483408590e-03,2.501161773124527810e-01,3.327872580491844645e-01,nan,nan
3.890375590956967472e-02,nan,nan,nan,nan
4.086443294772382773e-01,7.801311859463602172e-01,8.850223765474856119e-01,nan,nan
nan,nan,nan,nan,nan
3.705461846910229062e-01,nan,nan,nan,nan
4.259534915640905695e-01,7.412530269827188878e-01,9.876082648510240425e-01,nan,nan
9.534398799991303797e-01,9.721444486170615074e-01,nan,nan,nan
nan,nan,nan,nan,nan
1.458387379618692747e-01,nan,nan,nan,nan
4.133585793247435691e-01,7.989416589975288918e-01,nan,nan,nan
2.654214033094016156e-01,8.134369899526125991e-01,nan,nan,nan
3.177438412810322799e-01,nan,nan,nan,nan
3.791148529209290713e-02,nan,nan,nan,nan
8.081566660968984017e-01,nan,nan,nan,nan
6.176242538841926477e-02,7.779469203314771653e-01,nan,nan,nan
4.021756338387788565e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.258792796026228511e-01,nan,nan,nan,nan
9.325525803042903350e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
9.110362266052225710e-02,nan,nan,nan,nan
6.175611673230368276e-02,nan,nan,nan,nan
1.858480006035849175e-01,nan,nan,nan,nan
4.001866381810950668e-01,4.395887352977408402e-01,7.434194535936534676e-01,nan,nan
9.312712410959499143e-02,nan,nan,nan,nan
nan,nan,nan,nan,nan
3.366341742459343922e-01,7.976144754672135351e-01,9.571897366690209630e-01,nan,nan
9.974599133923817140e-02,8.017481158218111581e-01,nan,nan,nan
1.911094198039798020e-01,7.674351433919170962e-01,nan,nan,nan
7.366012456185742907e-02,8.081566660968984017e-01,nan,nan,nan
7.236106996512762235e-01,nan,nan,nan,nan
2.018078775506898237e-01,9.010297815457315451e-01,nan,nan,nan
7.101946390915875318e-01,9.521642100560830935e-01,nan,nan,nan
4.434248031635352749e-01,nan,nan,nan,nan
2.555431561098268634e-01,nan,nan,nan,nan
4.192633322577358768e-01,nan,nan,nan,nan
8.932243754537010361e-01,nan,nan,nan,nan
1.392610048751418694e-01,nan,nan,nan,nan
1.008560377462240643e-01,4.706335894164620504e-01,nan,nan,nan
6.876149358286056668e-01,nan,nan,nan,nan
3.366341742459343922e-01,4.054787268279437251e-01,nan,nan,nan
1.447055029810531412e-01,nan,nan,nan,nan
6.401491400406567056e-02,8.103198957537202096e-01,9.919401589866592150e-01,nan,nan
7.058295179462084068e-01,7.931933863118360017e-01,9.922465763818407725e-01,nan,nan
7.256851392358767971e-02,8.963577314925128547e-01,nan,nan,nan
2.664267174996579057e-01,3.138989071958321886e-01,nan,nan,nan
nan,nan,nan,nan,nan
3.516230936029800525e-01,7.499110820496140972e-01,nan,nan,nan
3.833708513659305622e-02,nan,nan,nan,nan
8.472153250897384025e-01,nan,nan,nan,nan
2.756733744447423251e-01,4.193432987366063069e-01,7.438410892150539855e-01,7.829538832975344587e-01,nan
7.523639983750947113e-01,nan,nan,nan,nan
2.344025937101845980e-01,nan,nan,nan,nan
3.175651315461365254e-01,nan,nan,nan,nan
7.722775484732838369e-03,8.316430468592482805e-01,9.654897968143844045e-01,nan,nan
nan,nan,nan,nan,nan
4.521695169999100095e-02,7.832830203799430180e-01,nan,nan,nan
9.774473429688108617e-01,nan,nan,nan,nan
2.795286027221851044e-01,4.299799060777507731e-01,8.087928173392560094e-01,nan,nan
9.055366130104096634e-01,nan,nan,nan,nan
3.324870427449815313e-01,8.851414950577219942e-01,nan,nan,nan
1.739963588823959795e-01,4.413258322843771619e-01,8.275916747904822346e-01,9.015936389990890643e-01,9.494989307254143585e-01
2.408431774654803403e-01,8.830522002930114578e-01,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.854439695428312940e-01,nan,nan,nan,nan
5.573482416539250056e-02,3.088322464399784195e-01,8.354707173922402141e-01,nan,nan
1.075593898165502424e-02,nan,nan,nan,nan
1.978409476965519234e-02,nan,nan,nan,nan
2.236049238208460965e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
4.804978552700509553e-01,nan,nan,nan,nan
6.249437868901863008e-02,3.378297711449742002e-01,nan,nan,nan
3.085119329509207753e-01,3.443081215848537435e-01,3.966588845699222654e-01,nan,nan
2.236248301884540268e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.759989309385447398e-01,7.321975692065969543e-01,8.965127198278929344e-01,nan,nan
nan,nan,nan,nan,nan
1.012874347341817804e-01,nan,nan,nan,nan
3.184457432129729759e-01,7.483042289735262198e-01,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
4.483785688131584901e-02,1.588472081852255469e-01,8.162461748444042042e-01,9.211950384977213302e-01,nan
9.883369146323736087e-01,nan,nan,nan,nan
9.591949302275420974e-02,4.267836766080572164e-01,8.864363467254451345e-01,nan,nan
1.012545274198491524e-01,2.552390192085790543e-01,3.481719816384005739e-01,9.654405850340773698e-01,9.833107912546680263e-01
8.855602534204211063e-01,nan,nan,nan,nan
3.819562204841211450e-01,nan,nan,nan,nan
2.401481596413955200e-01,nan,nan,nan,nan
7.784355214850234572e-02,nan,nan,nan,nan
