9.098985442421052283e-02,8.391117985496617804e-01,8.814857643798434950e-01,8.887478720507221430e-01,8.971544255228317555e-01,9.129132796119975302e-01,9.981456322851748331e-01,nan,nan
2.657917172403315847e-02,2.400700457770906238e-01,5.702050512350057554e-01,9.241709755762839151e-01,nan,nan,nan,nan,nan
9.227691295605916499e-01,9.367540407589077800e-01,nan,nan,nan,nan,nan,nan,nan
1.054547196193049430e-01,9.643926552321435697e-01,9.731151249752459931e-01,nan,nan,nan,nan,nan,nan
3.292854383210366137e-02,2.061291945558603456e-01,6.733005561861276078e-01,6.938417865217113567e-01,9.401398350251275460e-01,nan,nan,nan,nan
1.186285615741275029e-01,2.327153170309861074e-01,8.878648671672541015e-01,9.370812265143387831e-01,nan,nan,nan,nan,nan
8.058692846568712431e-01,nan,nan,nan,nan,nan,nan,nan,nan
2.970919688538140729e-02,7.637637290308812998e-02,6.862656161134647048e-01,8.100823109797918864e-01,8.269265943595784929e-01,nan,nan,nan,nan
1.670580588268570296e-02,7.336590066053264581e-01,8.113084049371906969e-01,nan,nan,nan,nan,nan,nan
1.815680946363852633e-01,6.730572057565415989e-01,7.923859767280697630e-01,8.680829924870350212e-01,9.809577593773787241e-01,9.915210660398460218e-01,nan,nan,nan
1.705788459469632576e-02,9.910075630844608074e-01,nan,nan,nan,nan,nan,nan,nan
2.791199214754186940e-03,1.208213659934854883e-01,3.550305199139574541e-01,5.842339097155633265e-01,8.443151678882564459e-01,9.466389541147370856e-01,nan,nan,nan
8.492618598905035676e-02,5.393549858682888942e-01,6.049480191323223233e-01,6.682450617601110032e-01,7.551270964299384714e-01,nan,nan,nan,nan
7.430204635302059372e-03,9.895073129686334790e-01,nan,nan,nan,nan,nan,nan,nan
1.023550924094016740e-02,2.829930653375792304e-02,6.184503443161131209e-01,6.863741405071904778e-01,8.126278243125929501e-01,8.259333783667862638e-01,nan,nan,nan
2.846812081569417563e-01,6.684279128521870561e-01,8.101151741309576826e-01,8.465983320718182270e-01,nan,nan,nan,nan,nan
3.622288474928102991e-02,6.145505651757656729e-01,6.681180947068194875e-01,9.740406313847281838e-01,nan,nan,nan,nan,nan
2.663914095092650980e-01,3.257680431674635502e-01,6.363626893764571246e-01,9.658997263517097309e-01,nan,nan,nan,nan,nan
1.169635323190648972e-03,2.277011934754726574e-01,2.708148860399335334e-01,2.963040502452928826e-01,9.860938639807332873e-01,nan,nan,nan,nan
9.879797603025143593e-02,1.299936512766286800e-01,7.414884623833876143e-01,8.893482130564241972e-01,9.601027628698067806e-01,9.770966634837786602e-01,9.925485909400313389e-01,nan,nan
9.849937176331323430e-02,1.298101329124477232e-01,7.228963153308508582e-01,9.012880650006067640e-01,9.610947740657429517e-01,9.768861020640133841e-01,9.925842529269705006e-01,nan,nan
8.702814131132757813e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.152660217407630361e-02,2.539495465181704215e-01,5.841640871039210925e-01,5.959120797826116256e-01,8.609989352561445708e-01,8.693191140613434342e-01,9.278805821667377440e-01,nan,nan
1.958390987496729241e-01,9.438628982696966041e-01,nan,nan,nan,nan,nan,nan,nan
6.600872710357715833e-01,6.951275827971615806e-01,7.350957546591717628e-01,9.547266627327267718e-01,9.892391437238127194e-01,nan,nan,nan,nan
6.145632062750860936e-01,6.682016890732931369e-01,nan,nan,nan,nan,nan,nan,nan
2.862386212497546878e-01,3.017023186445241811e-01,6.156514158661440250e-01,nan,nan,nan,nan,nan,nan
9.051434890813152279e-02,1.848546877830113955e-01,2.270620580110056796e-01,2.726824138434939537e-01,2.978442996167411372e-01,3.252911289658297900e-01,8.389880381095409234e-01,nan,nan
2.202285243848288443e-02,7.160943659176388643e-02,3.575865242470742111e-01,9.660717157367451069e-01,nan,nan,nan,nan,nan
2.569003164426745395e-02,1.262921631634510433e-01,1.860520519692274721e-01,2.355862181916021370e-01,5.699620344414720874e-01,6.893220559899125854e-01,6.960053051097991883e-01,8.221148210698728809e-01,9.638564279545195346e-01
3.282791919868627284e-01,6.570550753791346565e-01,8.195699564738405662e-01,9.305171225358475073e-01,nan,nan,nan,nan,nan
1.335083402711096934e-01,1.480849735437731463e-01,8.597471513227075146e-01,nan,nan,nan,nan,nan,nan
1.577344139879213389e-02,2.692500402772856488e-02,1.296312298469922686e-01,1.929349081251574005e-01,9.836280340584578896e-01,9.981408687037593985e-01,nan,nan,nan
9.092157024547679878e-02,1.305610364544837754e-01,5.145791540783930529e-01,nan,nan,nan,nan,nan,nan
2.793458672242688512e-01,8.439746181553914317e-01,8.595295835458408584e-01,9.014361808725560588e-01,9.694062968689145521e-01,nan,nan,nan,nan
2.925165211012569766e-01,9.316345808875029499e-01,9.435850535793549598e-01,nan,nan,nan,nan,nan,nan
4.063579613828872950e-02,1.723881171886995634e-01,9.127649783866857991e-01,9.729377788780352310e-01,9.808860832321117940e-01,nan,nan,nan,nan
2.567271222607830916e-01,5.873504226167876041e-01,7.534626417702995349e-01,8.462824158008254161e-01,9.314093765521026524e-01,nan,nan,nan,nan
5.324145589579759759e-03,4.819724948955537297e-02,1.229096311164107197e-01,6.223750164130401608e-01,9.841047443713929477e-01,nan,nan,nan,nan
3.635022250929750842e-02,2.456095349031873210e-01,8.380368417240204870e-01,8.578773807434612042e-01,9.250871957823063596e-01,nan,nan,nan,nan
2.332781425161244149e-02,2.354282415207694656e-01,3.410166750557598325e-01,6.893480610666670172e-01,9.635803070504488366e-01,nan,nan,nan,nan
1.703078593310330263e-02,4.176292993546514704e-02,nan,nan,nan,nan,nan,nan,nan
5.495809123403894159e-01,7.139935709074106684e-01,nan,nan,nan,nan,nan,nan,nan
2.457489020964280860e-03,1.725509501176289429e-01,2.240131249457377738e-01,8.390611785463714112e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
8.741885507821132995e-02,1.891276203126822097e-01,7.386372457498658894e-01,8.415154424188286963e-01,9.167578605210014997e-01,nan,nan,nan,nan
1.033543323864742104e-02,5.191160112608839833e-02,1.958991347037767616e-01,2.206134291773328149e-01,8.887331920644144789e-01,9.610909928571486072e-01,nan,nan,nan
3.708889272941055804e-02,2.130967386631025251e-01,3.809128556717868985e-01,7.018257343273908155e-01,7.767461936389542521e-01,9.861684501737909558e-01,nan,nan,nan
1.289439951849644939e-01,1.557303734329021916e-01,2.118538702264002316e-01,3.048895994595392511e-01,3.441553191484629237e-01,5.653287193691519663e-01,6.941932721029621112e-01,7.510315656034871612e-01,nan
1.713036517355636112e-01,2.892251087672065846e-01,nan,nan,nan,nan,nan,nan,nan
9.184299517391741885e-01,9.658164100152797360e-01,nan,nan,nan,nan,nan,nan,nan
2.132065976010381544e-02,3.511895719308578134e-01,9.953483905508041518e-01,nan,nan,nan,nan,nan,nan
9.922209788718666656e-01,nan,nan,nan,nan,nan,nan,nan,nan
9.887614139673841507e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.201159481665994427e-01,8.248584215411449705e-01,9.760571832917139812e-01,nan,nan,nan,nan,nan,nan
2.907832818088056104e-02,nan,nan,nan,nan,nan,nan,nan,nan
7.787830973451392857e-02,2.155530599578832640e-01,9.807906633211125325e-01,9.940888032408070618e-01,nan,nan,nan,nan,nan
1.340948353806353521e-01,2.376316481524606838e-01,2.596309977845824291e-01,3.163842326270702721e-01,7.242527683080743905e-01,nan,nan,nan,nan
9.684589002273247260e-02,8.393845830932079588e-01,9.292899349936100117e-01,nan,nan,nan,nan,nan,nan
3.527114157134128569e-01,6.147451491356861197e-01,7.868296389813245195e-01,9.674556195469503628e-01,nan,nan,nan,nan,nan
8.261872197966881048e-02,1.205516953864287644e-01,9.410620236094215940e-01,nan,nan,nan,nan,nan,nan
6.891838379875191156e-02,6.246566421636935429e-01,8.110928389766388635e-01,9.429147787499931876e-01,nan,nan,nan,nan,nan
3.002971918743161384e-01,7.303591236226113503e-01,8.887781587901496527e-01,nan,nan,nan,nan,nan,nan
8.536849471791108090e-02,5.919858692527760757e-01,5.962735188394269192e-01,8.783273245480287539e-01,9.077082791638131365e-01,9.439177257943150989e-01,nan,nan,nan
1.112310347366288060e-01,2.328538130634232317e-01,6.969455471115977296e-01,nan,nan,nan,nan,nan,nan
1.595189961617766994e-02,5.567805559281157474e-02,1.308312075156191634e-01,9.429971497842745132e-01,nan,nan,nan,nan,nan
2.521328426065990932e-02,3.789644025901723473e-02,2.484835500002928466e-01,3.215888994392022693e-01,8.541743727327112401e-01,9.936907198242315165e-01,nan,nan,nan
5.120597755697001707e-01,9.314093765521026524e-01,nan,nan,nan,nan,nan,nan,nan
1.168476864675215172e-02,7.402840547693977369e-01,nan,nan,nan,nan,nan,nan,nan
7.141123824127536268e-02,2.972919651319185785e-01,7.040083257764766511e-01,7.664087956546646874e-01,nan,nan,nan,nan,nan
7.791078549715219070e-01,7.884426210122057466e-01,9.308353001178624186e-01,nan,nan,nan,nan,nan,nan
2.011984058721131285e-01,3.410537457282536988e-01,7.093660203246634488e-01,nan,nan,nan,nan,nan,nan
2.701255754202461223e-01,6.244184816282565276e-01,6.406334903424595328e-01,9.774504103760515150e-01,nan,nan,nan,nan,nan
2.661583276559598144e-01,9.632028534631161820e-01,nan,nan,nan,nan,nan,nan,nan
2.764730754593556442e-03,1.082771508756352197e-01,7.406793393502000278e-01,9.585389365506524761e-01,nan,nan,nan,nan,nan
3.172102228162426707e-02,8.393532398396144623e-02,3.311410293680540073e-01,6.940301796793252320e-01,8.850706466926916427e-01,nan,nan,nan,nan
1.152460480624234451e-02,6.845500039257841618e-02,3.847899290252318472e-01,8.221235141425726756e-01,nan,nan,nan,nan,nan
1.585713400254794014e-01,3.837658331622521568e-01,8.550835865816324155e-01,8.849752638523649129e-01,9.046641467506331136e-01,nan,nan,nan,nan
3.058515834107554052e-02,4.772787916977411227e-02,6.350675142208659363e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
6.972827419486020695e-01,9.916576714679860016e-01,nan,nan,nan,nan,nan,nan,nan
2.915604684576398112e-02,4.820232817168703526e-02,6.349556163959432231e-01,9.961717116515569348e-01,nan,nan,nan,nan,nan
1.132895877155501996e-01,9.921235756798890693e-01,nan,nan,nan,nan,nan,nan,nan
