8.114723870569674480e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.282381325100085123e-01,6.249539674924307064e-01,9.920561997326313719e-01,nan,nan,nan,nan,nan,nan
4.819724948955537297e-02,9.330024701671908727e-02,1.930223949122429616e-01,3.033834921774578586e-01,6.300392296684598215e-01,6.573218174030643901e-01,9.157908164229899839e-01,9.864824758404866500e-01,nan
4.412855782998958976e-02,2.831918938895001681e-01,8.589115042233503861e-01,9.783143609338575963e-01,9.972889846498500521e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
3.497213323407289964e-01,9.610909928571486072e-01,nan,nan,nan,nan,nan,nan,nan
3.207764771161626394e-01,7.865947962710758690e-01,9.732191452822638311e-01,nan,nan,nan,nan,nan,nan
9.807906633211125325e-01,nan,nan,nan,nan,nan,nan,nan,nan
6.026340121492455848e-02,5.906413530320955285e-01,6.173558883167400424e-01,8.258178661512952656e-01,8.623847667413194751e-01,9.740431707257940497e-01,nan,nan,nan
2.172130105308141962e-02,5.089025590700776425e-01,6.309137639032630362e-01,7.101197227024726999e-01,9.729816890896042514e-01,nan,nan,nan,nan
5.152834412497679928e-01,7.119450455453988358e-01,7.944390803181344829e-01,8.500585827837420227e-01,9.650544964835130468e-01,nan,nan,nan,nan
2.891254813348793223e-02,8.731826380839918800e-02,7.420478959019928267e-01,9.279372817603170898e-01,9.621765518951231888e-01,9.837939438532041780e-01,nan,nan,nan
2.891512454522625689e-02,3.250062408477143450e-01,8.221373229680766226e-01,8.405725127932743845e-01,8.489383626669857463e-01,nan,nan,nan,nan
1.116846870912726608e-01,1.782648938284818463e-01,nan,nan,nan,nan,nan,nan,nan
6.029845524283476976e-01,7.045202346929446691e-01,8.215747940483183465e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
3.175245635836544955e-01,8.939509262886006224e-01,9.394260577615941576e-01,9.834317633829390282e-01,nan,nan,nan,nan,nan
2.899920083044237387e-02,2.974997277159104891e-01,3.581923517123054568e-01,6.580051781798166299e-01,nan,nan,nan,nan,nan
3.425213551169501436e-01,7.015083352294981811e-01,8.250150636677677785e-01,9.626777473872404345e-01,9.732126949852498710e-01,nan,nan,nan,nan
2.383034428793947765e-02,5.899295219788680544e-02,nan,nan,nan,nan,nan,nan,nan
8.343700146896246284e-02,2.617502910603850541e-01,5.718186820026555095e-01,9.704687238072529087e-01,nan,nan,nan,nan,nan
1.582042847617812567e-02,1.022796906615491275e-01,1.910620977507666018e-01,2.091945313937067508e-01,2.766736463328837714e-01,3.058445399829815559e-01,6.463758672591152221e-01,6.760185964287152016e-01,9.702515452724475020e-01
1.274395746184815992e-01,9.559416725590499375e-01,9.878822273631829853e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
6.809170780213839036e-01,8.288714515859612053e-01,nan,nan,nan,nan,nan,nan,nan
9.684743216270821353e-01,9.809470830237004835e-01,nan,nan,nan,nan,nan,nan,nan
3.425797228907917491e-02,6.391740179663755184e-01,6.584392201487111462e-01,9.579143698604755119e-01,9.688569836439002714e-01,nan,nan,nan,nan
7.899695620122286766e-01,nan,nan,nan,nan,nan,nan,nan,nan
4.366738012882948050e-02,1.325962534450702557e-01,1.510638059673551081e-01,2.981658135592805681e-01,7.280853939251992202e-01,8.684584813287254956e-01,nan,nan,nan
1.783949006769178780e-01,7.650867257261791954e-01,8.973313823779812681e-01,9.643953243205630743e-01,nan,nan,nan,nan,nan
3.207705643438998333e-01,7.356622316055507760e-01,8.656642237834906162e-01,9.471254325498742466e-01,nan,nan,nan,nan,nan
5.119493235010046800e-02,7.166965789923018804e-02,9.732026488330040859e-02,nan,nan,nan,nan,nan,nan
2.131452827087332580e-01,2.760260587550882327e-01,9.534963427186636808e-01,nan,nan,nan,nan,nan,nan
3.071329312055063876e-01,3.354234890605557462e-01,9.925842529269705006e-01,9.963599009204721080e-01,nan,nan,nan,nan,nan
1.328533200234790698e-02,2.983858280005317054e-01,8.498667235182499891e-01,9.134782737314767198e-01,nan,nan,nan,nan,nan
1.492992604919826660e-01,2.042618706409986273e-01,2.246620470677431480e-01,nan,nan,nan,nan,nan,nan
7.891145269511573579e-01,8.826790507920853068e-01,9.280959257032547205e-01,nan,nan,nan,nan,nan,nan
2.642823848097432954e-02,2.763418267433910835e-01,6.048972508463419384e-01,9.631315665599105014e-01,nan,nan,nan,nan,nan
2.187238072529660293e-01,6.142458998538747883e-01,8.155899934688888298e-01,8.633718660731503070e-01,9.703426093794287333e-01,nan,nan,nan,nan
4.067942831981402607e-02,5.192574358764481812e-02,9.674316718925192460e-02,1.171225840393998879e-01,2.271263756277825396e-01,5.987005172322650282e-01,7.112550491182703105e-01,nan,nan
6.262963521494427921e-01,9.619966108508378744e-01,nan,nan,nan,nan,nan,nan,nan
2.699504906340575213e-03,5.102965275678650325e-02,7.050791862928074138e-02,2.697293455372952731e-01,7.596534996827861708e-01,8.887781587901496527e-01,9.980182203838133814e-01,nan,nan
4.070335743890882846e-02,2.959697469207431264e-01,nan,nan,nan,nan,nan,nan,nan
3.536825561207350144e-01,6.173878803071023436e-01,7.106449585257023083e-01,9.631337722649238042e-01,nan,nan,nan,nan,nan
1.206306373835044771e-01,8.934079521485827069e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan
7.619192406502758308e-01,9.902177168009699271e-01,nan,nan,nan,nan,nan,nan,nan
7.477213213678098880e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.742447647498830410e-01,6.682016890732931369e-01,8.811209333564949953e-01,nan,nan,nan,nan,nan,nan
5.867172184599196427e-01,6.600082178266784005e-01,9.388285526623377786e-01,nan,nan,nan,nan,nan,nan
1.866285750678522981e-01,9.215790682968568737e-01,9.536492963133734735e-01,9.948143319075209989e-01,nan,nan,nan,nan,nan
1.001224370171127781e-01,2.010658040766025167e-01,5.968575672845679581e-01,8.474067322268923341e-01,8.675270992176530305e-01,9.749993531167648886e-01,nan,nan,nan
3.191356550102385503e-01,5.765271763987932507e-01,7.442692262038348439e-01,8.896989942948976271e-01,nan,nan,nan,nan,nan
1.498018090636459576e-01,6.267064093932338542e-01,6.491253434319775861e-01,7.607093095060843968e-01,nan,nan,nan,nan,nan
5.678897838490641892e-01,6.544669678436382254e-01,7.043147704906473905e-01,nan,nan,nan,nan,nan,nan
