9.689805772659948468e-01,nan,nan,nan,nan,nan
5.142693173976892185e-01,5.878644630969239726e-01,9.557780240753257495e-01,nan,nan,nan
8.775128633380019361e-02,1.305735107357779423e-01,2.099587062364955958e-01,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
2.598252110377778923e-01,8.480875351272424423e-01,nan,nan,nan,nan
3.270945245059758144e-01,8.920692189528112159e-01,9.927048252892568536e-01,nan,nan,nan
1.055872472734705608e-01,3.418059652791632930e-01,5.477841153799473117e-01,9.924540792605082151e-01,nan,nan
3.288430739861671337e-01,5.822728526053008169e-01,8.634436905011071417e-01,9.500875090294890191e-01,nan,nan
1.804206461106821757e-01,2.868847816066592560e-01,9.576148017560525139e-01,nan,nan,nan
2.314974342275446517e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
3.210588258932122740e-01,6.199708164837858249e-01,nan,nan,nan,nan
3.003247724546516118e-01,nan,nan,nan,nan,nan
1.997945951107786555e-01,5.062469273046336093e-01,7.108173742234713544e-01,9.875460519696722672e-01,nan,nan
2.666143154629707634e-01,nan,nan,nan,nan,nan
2.723675170159947090e-01,8.276583879699439539e-01,9.438628982696966041e-01,nan,nan,nan
2.880899120987627862e-02,6.909759084372182336e-01,nan,nan,nan,nan
9.731825935991847976e-01,nan,nan,nan,nan,nan
3.000317473239237365e-01,nan,nan,nan,nan,nan
1.041988023058847829e-02,3.383427674487762826e-01,9.732021113082528485e-01,nan,nan,nan
2.257291263754794830e-01,nan,nan,nan,nan,nan
7.849529547216581998e-03,2.733083521485531533e-02,7.092661148622924072e-01,nan,nan,nan
5.148283987449056021e-01,9.021202645274218890e-01,nan,nan,nan,nan
8.820757070619111850e-02,1.136064122180191344e-01,nan,nan,nan,nan
2.197026583601669192e-01,6.869172814652345638e-01,9.611416684664477739e-01,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
2.821206626664445327e-01,5.742143927479087528e-01,nan,nan,nan,nan
2.960472987676002754e-01,3.661241410817859809e-01,5.884771857072390588e-01,9.159544649067141719e-01,nan,nan
5.444259387647354398e-01,6.570122587524042101e-01,nan,nan,nan,nan
2.202802379729578222e-02,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
2.814062552014787166e-02,5.949351563503804119e-01,6.957910922287933175e-01,nan,nan,nan
1.451229712055034093e-02,7.115700756931232773e-02,nan,nan,nan,nan
5.415474751869307074e-02,7.033262810085980643e-01,nan,nan,nan,nan
7.650412585463653992e-01,nan,nan,nan,nan,nan
2.135219578119435802e-01,9.187587686041949198e-01,nan,nan,nan,nan
1.274867841199025555e-02,2.254227372673175689e-01,nan,nan,nan,nan
3.172292956772407302e-01,7.254768604491586004e-01,8.211743010380306851e-01,nan,nan,nan
1.036946411599680255e-02,nan,nan,nan,nan,nan
1.326809970023912766e-01,nan,nan,nan,nan,nan
2.688986103020436780e-02,7.841674457068490423e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
9.263632980768994329e-01,nan,nan,nan,nan,nan
6.560962238997442020e-02,9.546689066249813838e-01,9.764461287875197959e-01,nan,nan,nan
9.742664103155521671e-01,nan,nan,nan,nan,nan
2.002577931635896868e-01,8.949923341556349499e-01,nan,nan,nan,nan
6.204390005420473697e-01,nan,nan,nan,nan,nan
3.182496474022985522e-01,7.087139101248235429e-01,9.691821305123440311e-01,nan,nan,nan
nan,nan,nan,nan,nan,nan
6.196031495539915390e-01,nan,nan,nan,nan,nan
3.409130254554669243e-03,1.731253045819128589e-01,2.370285268463215023e-01,6.680905882678290775e-01,7.042829267829751050e-01,nan
8.144117021436708681e-01,8.723332563004758677e-01,nan,nan,nan,nan
7.854445303742632056e-01,nan,nan,nan,nan,nan
3.650932242150674023e-01,nan,nan,nan,nan,nan
6.232913107604076686e-01,nan,nan,nan,nan,nan
8.885086179304465537e-01,nan,nan,nan,nan,nan
7.939393491175807949e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
6.221598582298857316e-01,nan,nan,nan,nan,nan
7.894138540962090944e-02,1.130528914716767697e-01,nan,nan,nan,nan
5.920479626292033393e-01,nan,nan,nan,nan,nan
7.236589517407312488e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
1.324003720116125882e-01,8.939509262886006224e-01,9.914049050875863855e-01,nan,nan,nan
5.702185449597935163e-01,nan,nan,nan,nan,nan
3.704474155847034544e-02,nan,nan,nan,nan,nan
5.866521965003653749e-01,nan,nan,nan,nan,nan
3.413507374209384104e-01,nan,nan,nan,nan,nan
5.564805429756227717e-01,nan,nan,nan,nan,nan
9.602740108413921893e-01,nan,nan,nan,nan,nan
1.378448490041074836e-01,3.673468430726515854e-01,nan,nan,nan,nan
1.405492657745535112e-01,nan,nan,nan,nan,nan
4.126473716781989265e-02,7.022781818851785429e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
6.140659958802620055e-01,9.341885277982963087e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
7.310041718593410787e-01,8.664400573527787364e-01,nan,nan,nan,nan
5.529199790239306411e-01,nan,nan,nan,nan,nan
7.098214520715870335e-02,5.398584426714282403e-01,nan,nan,nan,nan
