5.758613264334527804e-01,6.726198457513391515e-01
nan,nan
nan,nan
6.659073020818446764e-01,nan
nan,nan
4.024207406208515359e-01,nan
7.129501788964208719e-01,nan
4.964741833438651164e-01,nan
nan,nan
5.599701179270054618e-01,nan
7.672360524498823553e-01,nan
nan,nan
6.651272936707858241e-01,nan
nan,nan
nan,nan
nan,nan
3.093985027540406829e-01,nan
nan,nan
nan,nan
6.084463775627041437e-01,nan
4.866741590662950201e-01,7.352515375794401731e-01
nan,nan
nan,nan
7.089848962521286824e-01,nan
4.385297251727409695e-01,4.526879015053815736e-01
4.520038303893192944e-01,7.699951509427790386e-01
6.317104183059766287e-01,nan
3.351396950323959345e-01,6.664142685391962750e-01
6.015300949321864543e-01,nan
nan,nan
nan,nan
5.711510635211430875e-01,nan
5.531494228481206310e-01,nan
nan,nan
5.004024469982765178e-01,nan
5.393751302121446711e-01,nan
3.914273650830000228e-01,nan
nan,nan
6.244198295662923837e-01,nan
5.145214789775183206e-01,nan
4.372578161723053580e-01,7.677057577873319660e-01
3.339207048932217314e-01,nan
nan,nan
5.464879686130620362e-01,nan
6.024951982926497474e-01,nan
nan,nan
3.404945080606698316e-01,9.785641216254608032e-01
3.804106912564589882e-01,nan
4.004625275274930618e-01,nan
5.248049292937293497e-01,nan
3.939916565223156031e-01,nan
nan,nan
nan,nan
9.713063818586288312e-01,nan
5.797715110462944299e-01,nan
9.960582577744183652e-01,nan
7.156465657138725289e-01,nan
nan,nan
nan,nan
5.901664487855189378e-01,nan
5.617075353445263319e-01,nan
4.519835183708889592e-01,nan
3.860196331934647174e-01,nan
7.189612718950106895e-01,nan
5.405342066227833975e-01,nan
6.763162564589528802e-01,nan
4.152571560720613730e-01,nan
nan,nan
3.502451916206225091e-01,nan
4.798572304544038158e-01,nan
5.636708600716618944e-01,nan
nan,nan
6.607461661670538389e-01,nan
nan,nan
nan,nan
nan,nan
8.482495290840125213e-02,5.145972925774342510e-01
nan,nan
9.660504385889394641e-01,nan
nan,nan
4.345844586101866303e-01,nan
nan,nan
nan,nan
9.702979910310736145e-01,nan
3.433058797347718905e-01,6.600887831599754341e-01
5.350335237085107609e-01,nan
7.008705273742517061e-01,nan
7.219465467308788797e-01,nan
4.983406022559200288e-01,nan
nan,nan
3.062788726598402733e-01,nan
nan,nan
4.189694128443842147e-01,nan
nan,nan
nan,nan
nan,nan
5.266092015003882576e-01,nan
4.765624596449964945e-01,nan
7.371644185521959436e-01,nan
nan,nan
9.793225266579772548e-01,nan
3.904978279322914303e-01,7.410234330205947018e-01
7.434272998693144396e-01,nan
3.888429230452682406e-01,9.737687634624292432e-01
4.626672365151872635e-01,nan
4.094258311624135449e-01,nan
5.220390242569084016e-01,nan
5.631765919887462557e-01,nan
nan,nan
4.794720284942913802e-01,nan
nan,nan
nan,nan
4.042398634687999204e-01,nan
2.959394903087728124e-01,6.450724442261568381e-01
5.247511226223908753e-01,nan
4.559656963099815719e-01,7.141690345189167788e-01
6.085501706317162363e-01,nan
nan,nan
4.149377058643245464e-01,7.785164058693178069e-01
nan,nan
4.526879015053815736e-01,6.633150849801044968e-01
5.445681734830393195e-02,nan
6.660280442523283106e-01,nan
2.780997539098079563e-01,nan
6.607456819070117726e-01,nan
5.503719493769617666e-01,nan
nan,nan
5.247084270286836993e-01,nan
nan,nan
5.520322618344545296e-01,nan
2.932740154240052188e-01,7.608296687403041103e-01
nan,nan
nan,nan
nan,nan
nan,nan
3.382598631933097511e-01,nan
6.982245036011729411e-01,nan
5.230528495582688064e-01,nan
4.868183878488179239e-01,nan
nan,nan
nan,nan
7.068141468069830680e-01,nan
nan,nan
4.581700749247137328e-01,7.775348107640892570e-01
