6.742530507839394720e-03,5.981775601556885841e-02,1.125164656867757157e-01,5.903778504769556790e-01,7.538073650132474102e-01,9.528014812569782777e-01,9.604890561620704759e-01,9.797806904116980187e-01,9.974476357391929282e-01,nan,nan,nan
1.145293045925204097e-02,3.646685610607529326e-02,1.132377828063146907e-01,1.405207286486040985e-01,3.370689462233241729e-01,3.812061396352025011e-01,6.515476817137927368e-01,nan,nan,nan,nan,nan
5.978318222252370501e-02,1.710953000642080057e-01,2.256230356901124945e-01,7.694262403455066623e-01,9.695592705731570504e-01,9.951991560576556317e-01,nan,nan,nan,nan,nan,nan
5.317035273583706895e-02,6.205027982588612323e-02,2.383024155874434447e-01,3.383731045336989540e-01,3.809791258752601162e-01,6.733950160036895616e-01,8.972605231599882769e-01,9.633837732766337147e-01,9.969625016650141003e-01,nan,nan,nan
3.334537993394236510e-01,3.504645984899731892e-01,8.965522369424857585e-01,9.596658580934440685e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.750114229906061733e-02,7.232135841090171768e-02,1.811365713793868792e-01,2.054228698607921955e-01,2.913464688112343826e-01,4.098361816781836975e-01,7.475419659953600471e-01,8.285732253382127599e-01,nan,nan,nan,nan
7.276416259397573694e-02,9.449269055130772588e-02,1.114680121261992229e-01,5.975619527370333861e-01,7.671358908803767029e-01,7.857871212029340358e-01,9.931696875518341017e-01,nan,nan,nan,nan,nan
9.514661342302538349e-01,9.760526035660107569e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.935875637672039462e-02,7.275435244452328754e-02,9.425156299343450117e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.240888762074494750e-01,9.948111703981551424e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.565750793085675385e-02,2.199841387794682357e-01,9.699358850041465141e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.816394853224224948e-01,2.196886182974701063e-01,3.500805894739693058e-01,6.793613944360054058e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.510448302139194343e-02,9.455860095240284369e-02,1.016125092189934659e-01,1.930936482125102660e-01,2.818012426912333002e-01,3.656496417356425721e-01,3.869299756790455791e-01,5.875682203872916176e-01,6.093824433687350384e-01,9.252692393052364128e-01,9.460325109996096105e-01,nan
2.699861583227977091e-01,7.815188681381497471e-01,8.341236665796735172e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.558717721116414101e-01,2.804387493213003624e-01,5.741564479253111752e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
