nan,nan,nan,nan
8.834321902588381237e-01,nan,nan,nan
nan,nan,nan,nan
1.539717892243890884e-01,2.844360125371752090e-01,7.031810332811447850e-01,8.685888388790540260e-01
3.116991683230441179e-01,7.842568126026487896e-01,9.380259362493248432e-01,nan
3.191480927184894151e-02,3.536100218970043563e-01,nan,nan
9.730155333606423929e-01,nan,nan,nan
4.142019571326816529e-01,nan,nan,nan
9.607913186071680434e-01,9.802802492601181417e-01,nan,nan
3.223701962034677959e-02,7.029262999774508192e-01,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.241595101072769269e-02,1.215342992681532619e-01,9.070229835425064335e-01,nan
2.473623636658918434e-01,nan,nan,nan
1.427756509744529112e-01,nan,nan,nan
4.704768960388885923e-01,8.149149844649342667e-01,9.643598014137356733e-01,nan
1.837226655095113570e-01,7.981117723359461014e-01,nan,nan
2.377436025751252235e-01,nan,nan,nan
nan,nan,nan,nan
3.726827943766003459e-02,1.283206868932980360e-01,9.535593821438602680e-01,nan
1.405871440671138672e-01,nan,nan,nan
nan,nan,nan,nan
3.509175684563783926e-01,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
3.186214904370577305e-01,4.748066162457272310e-01,nan,nan
3.472331640936869301e-01,3.826712938670058239e-01,nan,nan
9.877631679342944171e-01,nan,nan,nan
4.947765393014356694e-01,7.232124657339801255e-01,9.722610095640078498e-01,nan
4.339203012127538783e-01,nan,nan,nan
4.610310475395601459e-02,nan,nan,nan
1.646172840979666097e-01,nan,nan,nan
2.082773617711637104e-01,nan,nan,nan
4.104215588945017701e-02,5.493108858845097836e-02,8.082951581490572801e-01,nan
4.073205134052548110e-02,6.195064073354324824e-02,4.021885708464212894e-01,nan
7.809750965799836520e-01,8.812267394947022048e-01,nan,nan
nan,nan,nan,nan
1.283206868932980360e-01,2.047373318561984401e-01,2.401294041772681076e-01,3.714610250798918711e-01
3.401690464082646748e-01,8.012242842339436510e-01,nan,nan
9.161144816479914466e-02,9.899450464901066171e-01,nan,nan
1.253341136743104933e-01,nan,nan,nan
8.269963593086564480e-01,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
8.930513562971257313e-01,9.533484257984818910e-01,nan,nan
9.957921050578797395e-01,nan,nan,nan
6.786204333108977749e-02,1.235733592272407755e-01,1.527400028047944114e-01,nan
7.857612352689682944e-02,7.889903081139121310e-01,nan,nan
4.345260387649867440e-01,nan,nan,nan
8.846884440339081168e-01,nan,nan,nan
nan,nan,nan,nan
7.939286857577398937e-01,9.851048366505639198e-01,nan,nan
9.771273491751644169e-01,nan,nan,nan
nan,nan,nan,nan
7.269839551266994715e-02,2.225326867244988294e-01,nan,nan
7.059036020295116343e-01,nan,nan,nan
2.499217598763503190e-01,nan,nan,nan
1.688671870171267186e-01,4.612408103554032079e-01,nan,nan
1.726495247408016132e-01,7.096892006463814129e-01,nan,nan
4.127991549810889338e-01,nan,nan,nan
3.425877766377676270e-01,nan,nan,nan
4.317404687075737102e-01,8.379753178092083088e-01,nan,nan
3.880207145576076294e-02,nan,nan,nan
8.275182727240563141e-01,nan,nan,nan
7.541290580537027832e-01,nan,nan,nan
9.473691198955831450e-01,nan,nan,nan
3.782026553474598929e-02,8.677813522092870935e-01,nan,nan
3.223800001960798467e-02,4.046996717367516982e-01,4.475175864445735119e-01,nan
2.663899951534175470e-01,nan,nan,nan
8.081566660968984017e-01,8.850785790007855702e-01,nan,nan
9.628548032956760205e-02,nan,nan,nan
2.123704434345858316e-01,nan,nan,nan
7.548045957707280040e-01,nan,nan,nan
7.117858910316059440e-01,nan,nan,nan
1.003147721019291144e-01,8.755197714561443467e-01,nan,nan
3.967413446730005955e-01,nan,nan,nan
7.774393292705019665e-01,nan,nan,nan
9.473680116181574240e-01,nan,nan,nan
4.244200618674559555e-01,nan,nan,nan
9.434846288314961971e-01,nan,nan,nan
3.293069898630978654e-01,7.338459826861489788e-01,nan,nan
3.318637006321017435e-01,7.888890925467063608e-01,nan,nan
1.307513950442096007e-01,9.771824220380113113e-01,nan,nan
nan,nan,nan,nan
6.270784997163235397e-02,6.772585308589191833e-01,nan,nan
2.554298560560754328e-01,nan,nan,nan
1.021097978970861991e-01,1.521651265162620448e-01,4.738570356221677438e-01,nan
1.213472348265098172e-01,3.241810149519412376e-01,7.834532688429540759e-01,nan
6.830397321719722248e-01,nan,nan,nan
2.065499408989749652e-01,8.303389453376259777e-01,nan,nan
nan,nan,nan,nan
1.240811421054628244e-01,7.854039010512863239e-01,8.853034740660949975e-01,nan
4.139309833020954899e-01,6.810565549707734423e-01,7.049327083785347225e-01,nan
8.292223345181954919e-01,nan,nan,nan
nan,nan,nan,nan
1.225835822339718488e-02,nan,nan,nan
nan,nan,nan,nan
1.682761341407844613e-01,nan,nan,nan
3.834374545766102704e-01,9.814252064060139391e-01,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
1.009212556101216351e-01,1.800348723754605085e-01,nan,nan
8.931660630106866838e-01,nan,nan,nan
nan,nan,nan,nan
7.386577183210619735e-01,nan,nan,nan
nan,nan,nan,nan
6.178731900444291159e-02,9.777982619652401119e-01,nan,nan
3.855940345688779192e-01,8.066866000307759688e-01,nan,nan
6.416112137214975697e-02,9.894993484607518264e-01,nan,nan
nan,nan,nan,nan
5.767403259102900359e-02,9.833678249160372475e-01,nan,nan
8.142729508270094008e-02,3.483086620832290814e-01,7.342142291738686932e-01,nan
3.132564686103863072e-01,4.561684803342564432e-01,nan,nan
8.934589466334580399e-02,3.433843510374968155e-01,7.217802942306060787e-01,nan
8.265197147634913977e-01,nan,nan,nan
7.854092079951132677e-01,nan,nan,nan
9.993143599079788719e-02,3.318749325975507980e-01,7.079710083150644317e-01,9.883102307220469340e-01
nan,nan,nan,nan
3.282909552200505843e-01,nan,nan,nan
9.682164150379605205e-01,9.955530794553923979e-01,nan,nan
3.429823020882930562e-01,nan,nan,nan
7.154601290802191649e-01,8.931264847187724287e-01,nan,nan
3.445064606180010536e-01,nan,nan,nan
3.855822910907708706e-02,8.169696242470639858e-01,9.894634573225806751e-01,nan
7.503336980702758341e-01,7.899644839711114086e-01,nan,nan
nan,nan,nan,nan
9.292189031207812588e-01,nan,nan,nan
8.022030850180925654e-01,nan,nan,nan
1.691560211646887246e-01,6.725451548455380069e-01,nan,nan
2.947092966999334540e-02,nan,nan,nan
nan,nan,nan,nan
2.067346182815476274e-01,9.521097126449764581e-01,nan,nan
nan,nan,nan,nan
4.093673739323771543e-01,nan,nan,nan
7.078218384361693039e-01,nan,nan,nan
7.007580617591857575e-02,4.102437229937301311e-01,nan,nan
nan,nan,nan,nan
3.474108721162941053e-03,1.548338159313174776e-02,7.880119762163664276e-01,nan
nan,nan,nan,nan
1.392183788203068817e-01,2.143600997961195576e-01,7.835305285673425102e-01,nan
7.482575960695366790e-01,nan,nan,nan
7.857612352689682944e-02,8.862868997771935486e-01,nan,nan
9.925478573374145741e-01,nan,nan,nan
1.521825179466347322e-01,1.966339483278437827e-01,4.607780192780595030e-01,6.925129252854772544e-01
nan,nan,nan,nan
nan,nan,nan,nan
1.653171399792751906e-01,7.482532695249709542e-01,8.090130661645885679e-01,nan
4.079991201982281768e-02,nan,nan,nan
9.830444210380040460e-02,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
6.918790545370533118e-02,2.391507099582562967e-01,9.234545177863606735e-01,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.936353971874475333e-01,nan,nan,nan
2.091040301656064693e-01,nan,nan,nan
4.237437995074985198e-01,nan,nan,nan
2.244079773809102563e-01,9.538950410126586510e-01,nan,nan
9.941511511379237387e-01,nan,nan,nan
8.086354419448051403e-03,2.654649884504704516e-01,8.209755356283484629e-01,nan
4.742280528034516496e-01,nan,nan,nan
nan,nan,nan,nan
8.092160727507402562e-01,nan,nan,nan
3.970714621546703182e-01,nan,nan,nan
nan,nan,nan,nan
nan,nan,nan,nan
9.882432225638463352e-01,nan,nan,nan
2.121776244755396723e-01,3.247000511086397534e-01,nan,nan
7.404975014737957828e-01,8.528146836528652797e-01,8.853077153585511283e-01,nan
3.757168103946191828e-01,7.370638875047260674e-01,nan,nan
nan,nan,nan,nan
1.686716826166259342e-01,3.368727522748459768e-01,nan,nan
8.681038396271413271e-01,9.069619643450100854e-01,nan,nan
1.499070538874322511e-01,8.053973323762362302e-01,nan,nan
4.255439617422632215e-01,7.434579449211694557e-01,nan,nan
2.863105998636818472e-01,nan,nan,nan
4.537055468858895713e-02,4.475385158374975414e-01,nan,nan
2.188677411558395854e-03,1.235965478010710161e-01,nan,nan
4.444324617868074534e-01,nan,nan,nan
4.085163447475961829e-01,nan,nan,nan
nan,nan,nan,nan
9.686870279963665231e-01,nan,nan,nan
9.774832980460642640e-01,nan,nan,nan
6.103040388613216738e-01,7.678125331683989252e-01,nan,nan
nan,nan,nan,nan
7.704676248719619647e-01,9.929166366508196395e-01,nan,nan
1.204593127912691602e-01,nan,nan,nan
nan,nan,nan,nan
2.143943498311794843e-02,2.281107109471807726e-01,nan,nan
2.288514025890213063e-02,nan,nan,nan
7.658777365394378034e-01,nan,nan,nan
8.691844953693185216e-01,8.900960279763322491e-01,nan,nan
3.435578177676479328e-01,9.242914164339638416e-01,nan,nan
9.907580319209473296e-02,nan,nan,nan
nan,nan,nan,nan
3.171234190529086949e-01,7.421261577769318052e-01,9.537834673141279973e-01,nan
nan,nan,nan,nan
3.718739649861060349e-03,1.041315090518558639e-01,nan,nan
1.246533116395131535e-01,3.477832959573875504e-01,9.872414037100865070e-01,nan
7.450530332061229277e-01,nan,nan,nan
8.941044756078794231e-01,nan,nan,nan
8.023749532711873522e-01,nan,nan,nan
1.707857644322230764e-02,3.957457492232466789e-01,4.347861642646174141e-01,7.868275899697482201e-01
nan,nan,nan,nan
4.646873826451427547e-01,nan,nan,nan
4.092220190853897432e-01,9.722195983517356588e-01,nan,nan
4.947259634873739098e-01,nan,nan,nan
nan,nan,nan,nan
4.183894555075633459e-01,nan,nan,nan
1.247097272230872911e-01,9.447947619398775476e-01,nan,nan
