7.037509436342889169e-01,nan,nan
2.126379219286755051e-01,nan,nan
nan,nan,nan
4.809087704386604267e-01,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
7.150646019174051737e-01,nan,nan
4.461911701832451116e-01,nan,nan
nan,nan,nan
4.906699451786308286e-01,nan,nan
nan,nan,nan
nan,nan,nan
4.668648494042795249e-01,nan,nan
8.686077861604282191e-01,nan,nan
nan,nan,nan
4.411926471760451718e-01,nan,nan
2.264974000237853224e-01,nan,nan
3.813808753089855674e-01,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
4.276450212981082744e-01,nan,nan
nan,nan,nan
4.037923548465611190e-01,nan,nan
6.302366428060219850e-01,nan,nan
8.015074278031851795e-01,nan,nan
2.007354060110409788e-01,nan,nan
nan,nan,nan
3.922994326898361916e-01,nan,nan
nan,nan,nan
1.450417373015917000e-01,nan,nan
7.779006710619812415e-01,nan,nan
nan,nan,nan
4.770913088458014761e-01,nan,nan
4.046022285753988479e-01,nan,nan
nan,nan,nan
4.087445220191279760e-01,nan,nan
4.816927062131310944e-01,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
9.435620377470765874e-01,nan,nan
5.072917195052137895e-01,nan,nan
6.656882637256962276e-01,nan,nan
2.050433869299138068e-01,nan,nan
8.018289774478331022e-01,nan,nan
3.926815113323497974e-01,nan,nan
5.008588936918979551e-01,nan,nan
nan,nan,nan
nan,nan,nan
5.308587700763389705e-01,nan,nan
3.666543193194494177e-01,nan,nan
nan,nan,nan
7.544820870398463164e-01,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
3.704212477243014612e-01,nan,nan
nan,nan,nan
nan,nan,nan
4.840638657654381949e-01,nan,nan
nan,nan,nan
8.529297953139471922e-01,nan,nan
nan,nan,nan
1.939356338046780148e-01,9.058659419100649757e-01,nan
nan,nan,nan
3.853285168733106558e-01,nan,nan
8.553156608551724105e-01,nan,nan
4.555715663753743816e-01,nan,nan
nan,nan,nan
nan,nan,nan
7.974351050284677056e-01,nan,nan
6.194126300147954900e-02,nan,nan
3.281932136763139329e-01,nan,nan
nan,nan,nan
4.150434380811796053e-01,nan,nan
nan,nan,nan
nan,nan,nan
7.225229466709690573e-01,nan,nan
nan,nan,nan
nan,nan,nan
7.252365852608479990e-01,nan,nan
6.808868180204203924e-01,nan,nan
nan,nan,nan
9.512997323510016257e-01,nan,nan
4.902038718950648688e-01,nan,nan
4.801979383482318231e-01,nan,nan
1.319454787183027278e-01,nan,nan
nan,nan,nan
4.253799579962855293e-01,nan,nan
nan,nan,nan
7.541296761314979502e-01,nan,nan
nan,nan,nan
2.919965958832608788e-01,nan,nan
nan,nan,nan
3.005405623143901361e-01,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
nan,nan,nan
6.674948624947409925e-01,nan,nan
4.220866263736778867e-01,nan,nan
nan,nan,nan
nan,nan,nan
8.081566660968984017e-01,nan,nan
nan,nan,nan
6.478615360810372481e-01,nan,nan
6.396284627808471179e-02,nan,nan
