2.385356407987979377e-01,2.744618870106752540e-01,8.759849710482278118e-01,nan,nan,nan,nan,nan,nan,nan,nan
3.068249291902755416e-01,4.014751408348013473e-01,8.889205979649248412e-01,9.254411058933824652e-01,nan,nan,nan,nan,nan,nan,nan
9.666515882862017905e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.702057479193856450e-03,3.974342959078268345e-02,1.220532619798603835e-01,4.003147332571067030e-01,6.977592862759690595e-01,9.963211446580976238e-01,nan,nan,nan,nan,nan
4.735582621489499433e-02,2.063385331069210182e-01,2.729755261255454313e-01,2.778108124016459013e-01,7.619058487913846767e-01,8.800163509063839706e-01,9.903849032678183617e-01,nan,nan,nan,nan
1.788160684398092948e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.608728285513538192e-01,5.969727193382629027e-01,6.442185962901991747e-01,6.842961953939886710e-01,8.808718550953177351e-01,nan,nan,nan,nan,nan,nan
5.135660892350256412e-02,2.579976627195686434e-01,3.673346376066706220e-01,7.271723984395651597e-01,8.721420380810612771e-01,8.840646232831951279e-01,9.765320520259339609e-01,nan,nan,nan,nan
2.267893425034075150e-01,2.730611225551899945e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.892773850486289405e-02,1.608480156105276948e-01,7.364976931688265172e-01,nan,nan,nan,nan,nan,nan,nan,nan
6.203185909299466921e-02,8.516799231857082875e-01,9.046814986266942249e-01,nan,nan,nan,nan,nan,nan,nan,nan
3.626705113250370260e-01,4.323756326930182081e-01,6.907131341074379538e-01,7.810423117825876504e-01,8.563443781155647416e-01,8.867610011952608007e-01,9.682604199315814064e-01,nan,nan,nan,nan
9.011024208852528306e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.048920964079045226e-01,6.277185164779782722e-01,9.326606035670624850e-01,9.574072889114648710e-01,nan,nan,nan,nan,nan,nan,nan
5.255420304761413558e-02,3.246148218179433220e-01,3.607998949377361764e-01,4.152825235950526883e-01,6.047564238485424459e-01,8.382474623180986573e-01,8.683065325637312482e-01,9.941613835643221542e-01,nan,nan,nan
7.661677425130566585e-03,1.892668683054973475e-02,3.116973527155594836e-01,3.418189482855917838e-01,3.854830197158369831e-01,6.274398392174018735e-01,nan,nan,nan,nan,nan
4.202135615308841970e-02,1.227664286234723817e-01,5.743799122844466254e-01,6.390537580086231850e-01,9.103524387390675709e-01,9.976355403606146366e-01,nan,nan,nan,nan,nan
1.559578779460314354e-02,4.731597761787289386e-02,1.326184642919269185e-01,6.405895804512938829e-01,7.425799693969348247e-01,7.608481602157457502e-01,9.664646531770375582e-01,9.728094700379796844e-01,nan,nan,nan
2.978339847305435106e-01,7.027659297354701406e-01,9.262715013580895551e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.436946981581337657e-01,3.877350652305922574e-01,9.797334965268950091e-01,nan,nan,nan,nan,nan,nan,nan,nan
2.924402265293325059e-02,6.551876744033416355e-02,1.482699908251275678e-01,6.532011930850705195e-01,8.801621885552792790e-01,nan,nan,nan,nan,nan,nan
1.495426153385187029e-01,2.129272562464606944e-01,3.590482492071115361e-01,9.014052537902096374e-01,nan,nan,nan,nan,nan,nan,nan
6.580304650986926740e-01,8.988609414108625906e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.232229998806021243e-01,2.582241342099433346e-01,3.604902425821549516e-01,6.895166902521064900e-01,8.591388575221547974e-01,9.162404345702306330e-01,nan,nan,nan,nan,nan
7.325129320610835881e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.532969184529438422e-02,3.987510414451372887e-01,8.635290719424435490e-01,9.351621259477927994e-01,nan,nan,nan,nan,nan,nan,nan
3.708731108601772547e-02,2.951631592178054486e-01,7.567317097651017344e-01,9.983690996264552586e-01,nan,nan,nan,nan,nan,nan,nan
2.218666358000255870e-02,5.180639688131240955e-02,2.839262328030298654e-01,8.345338524266284752e-01,9.087255807386639406e-01,9.602763057350003351e-01,nan,nan,nan,nan,nan
9.861121148575585638e-02,1.252313395921758332e-01,1.666781200572334531e-01,2.644129417594925369e-01,8.988562417412756522e-01,9.295922451639496709e-01,nan,nan,nan,nan,nan
1.665572761056868453e-02,4.947483492903548968e-02,8.791538793751253744e-02,6.036599219177833930e-01,6.203258540556719769e-01,6.308263126678345101e-01,nan,nan,nan,nan,nan
9.517396188489089803e-02,5.681579441292106125e-01,5.897657924591074297e-01,9.333724063205495192e-01,9.626863981801302428e-01,nan,nan,nan,nan,nan,nan
1.611008939856093530e-02,1.131411930936153526e-01,2.314878453891525412e-01,6.426687898656456843e-01,6.936867432278994716e-01,7.286606819167987803e-01,9.461046821493502845e-01,9.638408900898134402e-01,nan,nan,nan
1.437933747870482892e-01,1.857835093589647601e-01,2.185553899278061818e-01,2.561995132654090179e-01,5.702178290280580653e-01,8.437006236855920660e-01,nan,nan,nan,nan,nan
3.275656556165603556e-02,9.148827230319402926e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.925897877625928789e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.679452791506783643e-02,1.873355670238448512e-01,6.170632481204362252e-01,9.169945014851778042e-01,9.491308092558251586e-01,nan,nan,nan,nan,nan,nan
8.177602551309300083e-02,9.684840814796506769e-02,1.244872307183813170e-01,1.339352919912930595e-01,6.295084497265663881e-01,nan,nan,nan,nan,nan,nan
6.811267283651122051e-02,2.858891336113105752e-01,6.436597957168658235e-01,7.883542089041255529e-01,9.446132107843548953e-01,nan,nan,nan,nan,nan,nan
2.685020322455833330e-01,6.853509590004440710e-01,9.477405451110603174e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.515122534353681091e-02,2.426906088211615298e-02,2.470174762964934267e-01,3.248814869859740773e-01,nan,nan,nan,nan,nan,nan,nan
7.505968826861576793e-02,2.982823595009950202e-01,3.464470547219996033e-01,5.965052172412407261e-01,6.301104511087950444e-01,6.798458219165049998e-01,8.970288918925146682e-01,9.599698084023585709e-01,nan,nan,nan
5.212574435946806632e-03,1.948508809629235228e-01,2.157915405355868566e-01,9.926584259439377167e-01,nan,nan,nan,nan,nan,nan,nan
7.812160845304263468e-01,8.680529311625593269e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.241292999388615842e-01,1.813874614327202484e-01,2.038284823048073791e-01,7.199117868732050063e-01,nan,nan,nan,nan,nan,nan,nan
1.509090196223036862e-01,2.163529867271143103e-01,8.792412998024069504e-01,nan,nan,nan,nan,nan,nan,nan,nan
5.979328815537673231e-02,9.105155961493077710e-01,9.487928767206665892e-01,9.642206924085646724e-01,nan,nan,nan,nan,nan,nan,nan
1.788703611262262017e-01,2.772941445304834551e-01,6.509648240905457905e-01,7.742940463632593806e-01,8.146378505275675419e-01,9.161055737719788761e-01,9.532728449706191487e-01,nan,nan,nan,nan
9.046814986266942249e-01,9.615993613181896826e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.225009531620083775e-02,6.401673003497376779e-02,8.255352504633037269e-02,1.958168931167949267e-01,8.552087834786961107e-01,nan,nan,nan,nan,nan,nan
7.638606319885607628e-03,1.783856378623260575e-01,8.808565893853658180e-01,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.790770447071024112e-03,2.193929827885939821e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.584796746356302355e-02,1.012054619625669116e-01,7.766871805600895629e-01,8.794201173004665417e-01,8.838446425952219965e-01,9.416082650558434963e-01,9.816659152125052357e-01,nan,nan,nan,nan
6.893551103533359647e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.402844568682236726e-01,4.001836190485956180e-01,8.759310891720895054e-01,9.604751214774210899e-01,nan,nan,nan,nan,nan,nan,nan
8.931042076799109442e-01,9.771903015515056579e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.005972754207839742e-02,9.901786436431497807e-02,1.125359545263914657e-01,9.547060305732897323e-01,nan,nan,nan,nan,nan,nan,nan
1.618719520136786272e-01,9.667088059418021961e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.310484788664896538e-01,1.491444251516982900e-01,2.596501388489444451e-01,3.116939512064528794e-01,7.871447998764020682e-01,nan,nan,nan,nan,nan,nan
1.793117849867641861e-02,1.757972537562930981e-01,5.868783713350916864e-01,8.903545394585080652e-01,nan,nan,nan,nan,nan,nan,nan
8.187098513060694360e-01,8.446773497715287515e-01,8.668572760629625895e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.510636124598560892e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.145293045925204097e-02,2.418134960115744803e-01,3.613724823040186385e-01,9.817781814454350497e-01,nan,nan,nan,nan,nan,nan,nan
1.777581169455920707e-01,3.108644430919474955e-01,8.093182025006121494e-01,9.819708021688549060e-01,nan,nan,nan,nan,nan,nan,nan
4.735645064651843039e-02,8.446123267206353535e-01,9.416082650558434963e-01,9.902927831709499307e-01,nan,nan,nan,nan,nan,nan,nan
1.520977402443979450e-02,2.920300735471998907e-02,9.364458752035278444e-01,9.457596015153444391e-01,9.921773013780779138e-01,nan,nan,nan,nan,nan,nan
2.759618046349982326e-02,1.290967356653751341e-01,3.060481526831284604e-01,4.146376664845627391e-01,7.091696403579492713e-01,nan,nan,nan,nan,nan,nan
6.434814218939071129e-01,8.409450726610000482e-01,9.350721913616064640e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.898165160258240003e-01,2.013031164955083330e-01,3.271597914937360851e-01,9.632391351937518165e-01,nan,nan,nan,nan,nan,nan,nan
6.417599296377300977e-01,6.548775126430150806e-01,7.236813819894398758e-01,7.493212346091162601e-01,8.736383898721661323e-01,nan,nan,nan,nan,nan,nan
3.883064201660390430e-02,1.040009766110590733e-01,1.180874474421653997e-01,8.873743409411782856e-01,9.511457679426073009e-01,nan,nan,nan,nan,nan,nan
3.836729731960096534e-02,1.401584432801314395e-01,5.684351260403729400e-01,6.045965364881197290e-01,6.951089191151041957e-01,7.317615929263860952e-01,7.829788878682171216e-01,8.719987310234819100e-01,9.926431930988081076e-01,nan,nan
2.932841951656438295e-02,5.062521873593283511e-02,2.747482382072555240e-01,2.984927107960382853e-01,3.163196749432449217e-01,4.109448271607774594e-01,7.494703094430067436e-01,nan,nan,nan,nan
5.264941243777744584e-02,7.612875628897132207e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.086104026824794094e-02,7.360781901447535636e-02,8.019182440877582474e-01,9.987704284038040337e-01,nan,nan,nan,nan,nan,nan,nan
9.384371219210304593e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.781874794163510189e-01,2.160917606871718966e-01,3.271427675157917991e-01,6.472005695079324772e-01,9.651042960205532539e-01,nan,nan,nan,nan,nan,nan
6.961902539303781445e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.007513785724842403e-01,5.895042706357644935e-01,8.224463515462620000e-01,8.664250872174871221e-01,nan,nan,nan,nan,nan,nan,nan
8.084192510166158252e-01,8.973562255224858397e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.914427101568174888e-02,5.591624150267696103e-02,9.595245064927908629e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.981696988901977596e-02,5.346339028051144693e-01,6.350221973939444986e-01,6.882568008573513030e-01,nan,nan,nan,nan,nan,nan,nan
7.278899196721301534e-02,1.068109517813571885e-01,7.495873903724015186e-01,7.787613452242204692e-01,8.721291057734915642e-01,9.532605370946728440e-01,9.788742128833982648e-01,nan,nan,nan,nan
8.925398858164333704e-02,2.265801250447331550e-01,3.004837274597849106e-01,5.677523593573757799e-01,8.562210364375243410e-01,9.752753505189405425e-01,nan,nan,nan,nan,nan
3.866033157779312224e-01,3.945006832760877824e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.765306782763624349e-02,3.114899428221108435e-01,3.598620315041529683e-01,7.352658374674815311e-01,8.123579685083357482e-01,9.972656632181938763e-01,nan,nan,nan,nan,nan
1.722547216972340756e-02,9.284363564993194373e-01,9.931466493114113891e-01,nan,nan,nan,nan,nan,nan,nan,nan
8.714550482684002564e-01,9.621382786740398929e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.774090596680896192e-01,2.292687632911503681e-01,3.332856957734294245e-01,4.297098354980899426e-01,7.564377010649288025e-01,8.446702016726814755e-01,8.805870978426183493e-01,9.508305285672374874e-01,9.916379896443603403e-01,nan,nan
2.054496711233666506e-02,5.737052632125541618e-02,2.151198328652889902e-01,2.932185805479493035e-01,3.575916967157953263e-01,9.979144969721804870e-01,nan,nan,nan,nan,nan
8.827028365069413685e-01,9.297904693395693254e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.915894252964678302e-02,1.490634133647626425e-01,7.300421054243685370e-01,7.616591654353039864e-01,9.249276259099817876e-01,nan,nan,nan,nan,nan,nan
3.370689462233241729e-01,7.055645172448460345e-01,7.838336197338272582e-01,8.395179999152745376e-01,nan,nan,nan,nan,nan,nan,nan
6.742530507839394720e-03,2.804872577989949156e-01,5.974796920868509220e-01,9.817910151585378387e-01,nan,nan,nan,nan,nan,nan,nan
8.191700574125441170e-01,9.779740618333885305e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.874793506213472821e-02,3.967277022286720689e-02,1.016711400619521727e-01,2.005021679115697175e-01,6.567329290500085737e-01,8.314821071911814299e-01,nan,nan,nan,nan,nan
3.750372481679587616e-02,9.423107013349790728e-02,3.001805330417829376e-01,3.472968897290890644e-01,4.090768728240817831e-01,6.030905060068515455e-01,6.540107851172705100e-01,9.626858394781514505e-01,nan,nan,nan
8.390795010239200657e-02,1.528269120564633432e-01,5.686257748744556473e-01,6.096427820584756629e-01,8.293088386554462454e-01,9.005741845966457326e-01,nan,nan,nan,nan,nan
8.798641046171428171e-01,8.988609414108625906e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.287924205569332181e-01,3.845571026451548580e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.709665685553127361e-03,1.131643463609160322e-01,7.831795276082748058e-01,9.539246529910225814e-01,9.639160683707932442e-01,nan,nan,nan,nan,nan,nan
3.430457592367158748e-01,5.896454414798950605e-01,6.823282498354870107e-01,9.320906453865628327e-01,9.486400388646243353e-01,nan,nan,nan,nan,nan,nan
1.869451329350840102e-02,1.755493215369655080e-01,2.302046712678075258e-01,2.772502699927313352e-01,nan,nan,nan,nan,nan,nan,nan
3.373244373517776395e-01,5.955202420849101674e-01,6.424568610591326889e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.145293045925204097e-02,2.393265656119392473e-02,6.457635222886431992e-02,1.488878330516982540e-01,2.574815699827962545e-01,7.806525185578614412e-01,9.317522198790699761e-01,9.504098424095620556e-01,9.876130348589612362e-01,nan,nan
9.367974795047574466e-01,9.696047061899677466e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.850662510449781195e-02,3.523948645297236837e-02,9.957352963360226461e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.351815424847994662e-01,2.800572544642013773e-01,5.923893747898090201e-01,nan,nan,nan,nan,nan,nan,nan,nan
