2.380569599779829570e-01,nan,nan,nan,nan,nan,nan
2.453151752282496656e-02,6.996718726494876028e-01,nan,nan,nan,nan,nan
7.616541297359359364e-01,nan,nan,nan,nan,nan,nan
9.759732367538516140e-01,nan,nan,nan,nan,nan,nan
4.702926381129070299e-02,2.119410975187783208e-01,8.289143238187003382e-01,9.061085128276759049e-01,nan,nan,nan
8.829206774354003695e-01,9.162465261999571675e-01,9.280600968982893884e-01,nan,nan,nan,nan
6.000226613020954725e-01,8.226692500476913139e-01,9.409230827289144505e-01,nan,nan,nan,nan
2.997528461194160498e-01,6.330299432425761097e-01,7.773522991342292077e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
1.401188938022357999e-01,nan,nan,nan,nan,nan,nan
2.354093725484700805e-01,7.286856051835476356e-01,9.348038082850135266e-01,nan,nan,nan,nan
8.097384619570748843e-01,9.212412247230838958e-01,nan,nan,nan,nan,nan
7.680711002152990075e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
2.394996949454360202e-01,8.110741182870293553e-01,nan,nan,nan,nan,nan
7.024415708741953424e-01,7.765726472856742113e-01,9.280071785133043871e-01,nan,nan,nan,nan
2.726423775172005792e-02,5.959759154806461012e-01,nan,nan,nan,nan,nan
1.157000711237922419e-01,5.867993114641573138e-01,6.695978818114302067e-01,nan,nan,nan,nan
9.729384461501401349e-01,nan,nan,nan,nan,nan,nan
3.485482123743239291e-01,7.049880109738086986e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
3.251240143742273880e-01,3.529333022236249562e-01,8.635373124844905046e-01,nan,nan,nan,nan
2.665585982422125078e-01,8.771350390439442979e-01,nan,nan,nan,nan,nan
2.009921075796846923e-01,9.770242088543893422e-01,nan,nan,nan,nan,nan
2.029306071857346627e-02,7.565697943267191139e-02,6.752884339279394688e-01,8.187149955541141999e-01,nan,nan,nan
2.877049331649138286e-02,nan,nan,nan,nan,nan,nan
2.760334172835782543e-02,nan,nan,nan,nan,nan,nan
3.700164690169620990e-02,6.083730712407130481e-01,9.043273596910262890e-01,nan,nan,nan,nan
6.969753333969465059e-01,8.477299699557027113e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
1.721634874487228961e-01,6.040214932793465108e-01,nan,nan,nan,nan,nan
2.970357697143133358e-01,6.170452731519138201e-01,nan,nan,nan,nan,nan
1.584942330266921329e-01,9.042017642526170018e-01,nan,nan,nan,nan,nan
7.597004126188272588e-02,8.532625454013793576e-01,9.954980263203256907e-01,nan,nan,nan,nan
9.369983920966511448e-01,9.484185317478057708e-01,nan,nan,nan,nan,nan
1.767398248974198782e-01,nan,nan,nan,nan,nan,nan
3.533438784568309066e-01,7.650216110899437094e-01,8.543357228347409071e-01,nan,nan,nan,nan
2.564841981439307250e-02,8.932605962254195342e-01,nan,nan,nan,nan,nan
6.153845997008692281e-01,nan,nan,nan,nan,nan,nan
9.260428962545348419e-01,9.860938639807332873e-01,nan,nan,nan,nan,nan
1.299950228915109640e-01,7.699060058270648099e-01,8.200190491357676192e-01,9.303994231506793611e-01,9.665768963261553992e-01,9.873984180164653290e-01,nan
1.932026325219081964e-01,3.069677257535373682e-01,nan,nan,nan,nan,nan
5.606967017703692185e-02,5.914070663077928280e-01,9.873826815159917336e-01,nan,nan,nan,nan
5.961059593997546369e-01,nan,nan,nan,nan,nan,nan
1.715584013969415622e-01,3.224397084436093075e-01,8.186779248816202781e-01,9.665768963261553992e-01,nan,nan,nan
7.514412336052169739e-01,8.292716665662051012e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
8.309769360362598278e-02,3.507609237448111039e-01,nan,nan,nan,nan,nan
5.582057935381516955e-01,nan,nan,nan,nan,nan,nan
5.586752936052866714e-01,nan,nan,nan,nan,nan,nan
5.599458538343419223e-01,nan,nan,nan,nan,nan,nan
6.173730520381047748e-01,8.969638637308768869e-01,nan,nan,nan,nan,nan
1.448328005165575583e-01,2.891072981700210653e-01,3.350512068320359305e-01,6.165510098755530022e-01,8.672317571698943128e-01,9.877725352432735750e-01,nan
6.755597171092496689e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
5.191630910149512557e-02,1.116202953331507930e-01,2.972735595430253674e-01,nan,nan,nan,nan
3.115986497674816044e-02,8.939680344039565574e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
8.422917023008504867e-01,nan,nan,nan,nan,nan,nan
5.191160112608839833e-02,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
9.886666983991622137e-01,nan,nan,nan,nan,nan,nan
1.326011467738394400e-01,1.550735737929918590e-01,8.187644292958847769e-01,nan,nan,nan,nan
2.345891653842067381e-01,nan,nan,nan,nan,nan,nan
9.704906325746968099e-01,nan,nan,nan,nan,nan,nan
9.618849169146137523e-01,nan,nan,nan,nan,nan,nan
8.641643999803969578e-01,9.932971775650365487e-01,nan,nan,nan,nan,nan
6.206390524261605479e-02,3.775373670525204450e-01,5.408639105214797516e-01,9.169546501859352494e-01,nan,nan,nan
1.830094023829473004e-01,8.642513492427313926e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
7.664862362895044079e-01,nan,nan,nan,nan,nan,nan
8.305678611652898835e-02,1.156337887613731741e-01,1.767335970244409138e-01,nan,nan,nan,nan
3.033021035159975676e-01,5.410251679468282004e-01,nan,nan,nan,nan,nan
6.391918304245087779e-01,7.422015909101524755e-01,8.475826696385482251e-01,8.835212223298012368e-01,nan,nan,nan
1.275557355707411696e-02,7.396524075807744958e-02,6.248416804254467438e-01,9.466563402601366750e-01,9.654328212316493074e-01,9.731579786726488601e-01,nan
nan,nan,nan,nan,nan,nan,nan
3.469256661099393013e-01,8.158693024507940317e-01,9.692701177535082424e-01,nan,nan,nan,nan
9.507304442378865517e-01,9.939602792192707703e-01,nan,nan,nan,nan,nan
9.518136122174851790e-03,9.137317629899899263e-01,nan,nan,nan,nan,nan
9.327329663781603886e-01,nan,nan,nan,nan,nan,nan
2.655700716894907054e-01,7.447841563801110842e-01,nan,nan,nan,nan,nan
9.341946629945940828e-02,8.443913295848951561e-01,9.757567254911511112e-01,nan,nan,nan,nan
1.729795241623306723e-01,nan,nan,nan,nan,nan,nan
5.675983527572535658e-01,5.956203521254209710e-01,6.614313609437184605e-01,9.577547991507256997e-01,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan
6.958136682683421226e-01,nan,nan,nan,nan,nan,nan
3.138181821417076467e-01,6.931014481213361167e-01,7.124287622154352739e-01,7.416344466916685585e-01,nan,nan,nan
1.368183806180882089e-01,nan,nan,nan,nan,nan,nan
2.378293831195430474e-01,2.666076427419218908e-01,6.930894928294568658e-01,nan,nan,nan,nan
8.181871277131376186e-01,9.925553192670889535e-01,nan,nan,nan,nan,nan
7.346739460122001519e-01,7.674181929960005588e-01,nan,nan,nan,nan,nan
8.497738058776439785e-02,2.677395957265225057e-01,6.138503928490375294e-01,8.938250713554838356e-01,nan,nan,nan
