2.291233141928138428e-01,9.459716460008448236e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.701938164087292982e-01,2.514984976446973386e-01,2.993823271524132523e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.541096205726980861e-01,8.081359711472759777e-01,8.676049655943798289e-01,9.954636499923485982e-01,nan,nan,nan,nan,nan,nan,nan,nan
4.691792097385189542e-01,7.460407215227049527e-01,7.682099785036804462e-01,8.422623693351570795e-01,8.719065526050273629e-01,9.410779617755115067e-01,nan,nan,nan,nan,nan,nan
3.024523408737403440e-01,4.262711196116936718e-01,8.550725218383934401e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.889826993631240959e-02,3.012202347587343843e-01,7.002194602433180481e-01,7.300966375289164034e-01,7.932360123666709617e-01,8.767789451159705427e-01,nan,nan,nan,nan,nan,nan
1.040348757855449058e-01,8.706784959652307254e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.739674797302452613e-01,4.152488956654843411e-01,7.425600270760699395e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.261142131038459735e-01,8.870859464881032386e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.672817748466206900e-02,1.258951578080489131e-01,9.039906299406260670e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.152508138379519237e-01,2.158604303611748043e-01,2.451767766433090023e-01,3.140095644341838743e-01,7.886107657216612221e-01,8.831451890316339703e-01,8.984347073273761808e-01,9.452374761453939955e-01,9.793820969717170755e-01,nan,nan,nan
5.385439706937347748e-03,1.530088240196113836e-01,3.836380314776364209e-01,9.179718906743995488e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.876843736719319700e-01,3.069393512229201537e-01,4.017365002218685754e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.289026817329878283e-01,3.815868017798935141e-01,7.050297465923666129e-01,8.028260861225336997e-01,9.329013893110051914e-01,nan,nan,nan,nan,nan,nan,nan
2.690942346982053840e-02,2.061556498917511138e-01,2.755711145391931405e-01,4.169824120635144959e-01,9.016039331913316968e-01,nan,nan,nan,nan,nan,nan,nan
2.621218695958154599e-01,3.482393521180673357e-01,4.226254410198198030e-01,7.604913590592941031e-01,nan,nan,nan,nan,nan,nan,nan,nan
5.541617309247338918e-02,3.139726715837241611e-01,3.505558650680759003e-01,3.964343305130514361e-01,4.701558579068986776e-01,8.353507250478796609e-01,9.116012562750880344e-01,nan,nan,nan,nan,nan
2.675078208154108572e-01,4.417676513427419849e-01,7.433931533178202988e-01,8.805392025432409175e-01,9.754147621700582915e-01,nan,nan,nan,nan,nan,nan,nan
9.782771017522291501e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.352292407915999251e-02,2.795785817714791510e-01,3.649327169037456797e-01,7.421054841403368352e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.531682880907491530e-03,2.664042535687598523e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.381003187150119972e-02,7.307278015228584056e-02,7.235806269695901349e-01,9.156333613670686322e-01,9.507069318064111929e-01,nan,nan,nan,nan,nan,nan,nan
3.969278549759312075e-02,2.263236775373052567e-01,3.016663164225827365e-01,6.884565872813229737e-01,8.019941534103187664e-01,9.955961317707757718e-01,nan,nan,nan,nan,nan,nan
7.766680321212898058e-03,3.175027270018580816e-02,3.868369890148393858e-02,4.200349277893317690e-01,8.630864332776494452e-01,9.538067837661227122e-01,nan,nan,nan,nan,nan,nan
1.418744296101037347e-02,4.319553892760518571e-02,2.823724425965575824e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.893030767912640466e-01,7.472790936677716767e-01,8.510007958284436791e-01,9.124126645418998427e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.444218052730987245e-01,2.526295800097442812e-01,3.640917687809331893e-01,4.416375566233855521e-01,7.486539970664748411e-01,nan,nan,nan,nan,nan,nan,nan
1.233189882450128477e-01,1.468274919298221681e-01,4.358634312354351947e-01,8.525374864182732049e-01,8.802890941664964775e-01,9.005748336624774808e-01,nan,nan,nan,nan,nan,nan
2.664267174996579057e-01,8.104207063734050198e-01,8.818902353512364511e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.398724969447775190e-01,2.042194679160078963e-01,3.143742516463247649e-01,4.336508619201417392e-01,7.002194602433180481e-01,7.635159120931396259e-01,8.497711407115907667e-01,9.129372847117817047e-01,9.763645559238919303e-01,nan,nan,nan
4.843001846134434296e-02,1.366324692037410304e-01,1.904488012061468227e-01,2.279131391830205022e-01,3.957533792870621681e-01,7.072503082929415541e-01,7.769495559004476748e-01,nan,nan,nan,nan,nan
3.483145871048511366e-01,7.952401828998760802e-01,9.252057453101748541e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.772396475166273577e-02,1.068021379524062980e-01,1.492888482141601081e-01,1.659562324194165106e-01,2.199243771161172034e-01,2.585818396808501896e-01,4.199523611211163909e-01,nan,nan,nan,nan,nan
2.480174621896236997e-01,6.909442012154393131e-01,8.864363467254451345e-01,9.556576283800862770e-01,nan,nan,nan,nan,nan,nan,nan,nan
2.355733183062281091e-02,8.206293268109785544e-01,8.887761335013936170e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.354270683120891827e-01,8.314151679701002884e-01,9.010956601134790800e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.779679136634834458e-02,1.004018358189296273e-01,2.337282068966398951e-01,6.470850811791900581e-01,7.086688181457410085e-01,nan,nan,nan,nan,nan,nan,nan
1.034497692438521438e-01,1.436610793854857238e-01,7.842136324091009136e-01,8.205781116060942848e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.577585813707942375e-01,2.734159412067350692e-01,3.147198636989270160e-01,4.107792341206223385e-01,8.712894552091808853e-01,9.232288341390367803e-01,nan,nan,nan,nan,nan,nan
3.270334866024178326e-03,7.289527886604463269e-01,7.482330434619517412e-01,7.584824570340022998e-01,9.221403778288247421e-01,nan,nan,nan,nan,nan,nan,nan
3.816163416358941962e-01,4.668452201060280249e-01,9.796122776678262145e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.420027340351571153e-02,2.825151972542000456e-01,7.496912807978574067e-01,9.554650864903965202e-01,nan,nan,nan,nan,nan,nan,nan,nan
2.696053210956771487e-02,9.535380264903879632e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.967499125100224511e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.012545274198491524e-01,6.854901761862723930e-01,7.779371376518925407e-01,9.450760086496790002e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.526713961695374544e-01,3.339922326802879371e-01,4.294648128311244761e-01,8.447586150453775256e-01,nan,nan,nan,nan,nan,nan,nan,nan
2.501149624698900120e-01,8.762691588131712450e-01,9.012850050490561760e-01,9.761864216407364347e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.683937820521290984e-01,1.875816448797796021e-01,2.686190394389046943e-01,2.894085549639532351e-01,3.776134567045029700e-01,nan,nan,nan,nan,nan,nan,nan
3.122380469082682852e-01,4.443754707514930291e-01,8.088329284568557265e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.088410060942470586e-01,9.801730660452355748e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.967737191616477588e-02,1.108449634971779285e-01,1.467333949137738791e-01,8.081498885541795740e-01,8.408180920322099183e-01,8.483523751024623083e-01,nan,nan,nan,nan,nan,nan
1.520778496689873527e-01,2.157532897723470067e-01,2.484450228326462451e-01,2.824760878488888904e-01,3.116136178309902305e-01,9.924052092449092699e-01,nan,nan,nan,nan,nan,nan
6.620766220386080370e-02,1.984926787619518129e-01,2.397727306634361566e-01,3.021192182552047134e-01,7.799260480574666810e-01,8.652707628316146371e-01,9.723990540425910822e-01,9.950436554740592632e-01,nan,nan,nan,nan
1.811967520651257962e-02,1.003453136702184001e-01,1.247069352164955902e-01,1.847314324102092564e-01,2.067814856288387182e-01,2.489301499627235015e-01,6.656522873354154823e-01,7.589224431720092978e-01,7.737532624916718671e-01,8.453056991461574965e-01,9.514609440903876170e-01,9.795229121438645548e-01
1.822389591058417788e-02,2.164075997140643970e-01,6.978555258073054768e-01,9.758914067152233418e-01,nan,nan,nan,nan,nan,nan,nan,nan
8.547738836982193833e-02,2.514984976446973386e-01,2.728691554883390102e-01,7.172560073964729943e-01,7.672214802920566123e-01,nan,nan,nan,nan,nan,nan,nan
3.729992928337502733e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.005030726991627821e-01,3.408944139833920417e-01,4.603916354040075709e-01,9.251229441986578150e-01,9.924484746905667398e-01,nan,nan,nan,nan,nan,nan,nan
1.228696670009970099e-01,3.409249555516812857e-01,7.972692257360772805e-01,9.062893251997136135e-01,9.532176703752754943e-01,9.954770558865941865e-01,nan,nan,nan,nan,nan,nan
3.578578361394775254e-01,8.106764413893876586e-01,8.405340746288442189e-01,9.922365166328996899e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.419807176778348223e-01,1.740616619984032276e-01,9.561629176341004399e-01,9.848786201775544535e-01,nan,nan,nan,nan,nan,nan,nan,nan
3.778708115105693099e-02,1.463344789796004464e-01,2.594188235805630072e-01,3.160671880401519918e-01,3.804615591843589217e-01,4.290549846269132717e-01,nan,nan,nan,nan,nan,nan
3.317508907779808669e-01,4.245684005382818205e-01,7.255898913163479902e-01,8.450845125476186270e-01,9.008919501974225197e-01,nan,nan,nan,nan,nan,nan,nan
2.675031745754338219e-01,7.251795089734238697e-01,7.756175769389632713e-01,8.979358332946145715e-01,9.518109040005831023e-01,nan,nan,nan,nan,nan,nan,nan
8.709733616995518624e-01,9.308721759705845811e-01,9.399269304168017536e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.322755109478627733e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.809253946000460855e-01,8.755344987580898630e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.012707892597687065e-01,4.414889621962307387e-01,8.610813036582105617e-01,8.994986962821127641e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.048345192612222532e-02,1.545199602895672986e-01,1.918905422588313703e-01,2.031466979939752227e-01,2.486688948726397397e-01,3.202041106009719251e-01,4.314201765315434645e-01,nan,nan,nan,nan,nan
6.926880970578218333e-02,2.814227340948335931e-01,7.818574346020409349e-01,8.677942679039020168e-01,9.043406111638490064e-01,nan,nan,nan,nan,nan,nan,nan
5.062398150370228493e-03,8.085742309300620878e-01,8.498066269022409580e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.563922884351676590e-01,7.917874085191579647e-01,8.357715294612109158e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.292262134891854486e-02,7.917736616164737784e-01,8.353779844099467056e-01,8.463123560571410575e-01,nan,nan,nan,nan,nan,nan,nan,nan
5.697396357944622264e-02,1.342413606577711749e-01,1.531632155902237780e-01,2.247757336689993057e-01,2.621143460971370742e-01,9.070875833286088374e-01,nan,nan,nan,nan,nan,nan
1.682806098765421421e-01,2.345517635890796981e-01,3.795215907361647045e-01,7.146635333674625778e-01,nan,nan,nan,nan,nan,nan,nan,nan
8.819706280906552953e-01,9.554513609007396768e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.498729956696190913e-01,3.020886553738880154e-01,7.780237537953172966e-01,9.101162924028007861e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.103737750870317433e-02,3.467354409644059499e-01,7.694571955551254838e-01,8.277702566472134871e-01,8.450644783018461670e-01,9.521346275740275589e-01,nan,nan,nan,nan,nan,nan
6.164633332807611943e-02,2.761216726634421192e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.404093081663422060e-01,7.153263898331743142e-01,7.955231559648981987e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
8.580656807828530852e-02,8.709766439057742282e-01,8.976288191346654122e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.042434663848800014e-01,7.779512468760430011e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.609180884942473799e-01,8.807666551718404957e-01,9.446224034871522068e-01,9.636255249931477973e-01,nan,nan,nan,nan,nan,nan,nan,nan
1.539771814203257094e-01,2.596225121835921135e-01,3.983360280104331075e-01,4.323807546772504007e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.366038031818644173e-03,3.656561449933780072e-01,7.642519361819757329e-01,8.781077271233422854e-01,nan,nan,nan,nan,nan,nan,nan,nan
7.651107233087366399e-01,7.873035951240907604e-01,9.137753555758928448e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
7.891018391863878489e-02,2.186298238307779473e-01,7.802246222585584867e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.829919909905570213e-02,1.247462790651083092e-01,2.898747987517386049e-01,9.023481841087509503e-01,9.124126645418998427e-01,nan,nan,nan,nan,nan,nan,nan
2.126894142029162049e-01,4.213660542297194556e-01,4.531095280741590514e-01,7.435583079672785090e-01,8.804813589868297763e-01,9.537834673141279973e-01,nan,nan,nan,nan,nan,nan
1.403970105495223053e-01,1.738698234386182595e-01,2.408582670888919364e-01,2.697444099126037886e-01,3.461407648734027287e-01,7.541661000953544525e-01,9.077288710105742009e-01,nan,nan,nan,nan,nan
4.586738267071840958e-02,1.356503435873149810e-01,7.824596768177773942e-01,9.053789605466023849e-01,9.487025907689867754e-01,nan,nan,nan,nan,nan,nan,nan
6.340934695605210392e-02,1.734979111101828120e-01,9.716549949424185817e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.750321080758044656e-01,2.342151456340476334e-01,3.473236165820468013e-01,3.883594851284088434e-01,4.321256377390628733e-01,7.566331043319580729e-01,8.355429046161032547e-01,9.463008683353629769e-01,nan,nan,nan,nan
8.045586647473574882e-01,9.873584548566634034e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.914352107410838000e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.914549252914449782e-03,1.526641071141606743e-01,3.669837334712143795e-01,7.483359853843782883e-01,8.851187753704949923e-01,9.686852377020633842e-01,nan,nan,nan,nan,nan,nan
9.009835962153177613e-01,9.254737992560048143e-01,9.954737736803718207e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
9.998889591271546695e-02,1.140276378814339131e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.044721125430149833e-01,8.978041614112293178e-01,9.475471689266290465e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan
