7.793136714275635153e-03,9.083155592158204117e-01,nan,nan,nan,nan,nan,nan
2.263714334232153624e-01,9.001552402745515158e-01,nan,nan,nan,nan,nan,nan
1.658799485507780336e-01,2.208954145718218243e-01,6.844469299014046548e-01,7.892385519746155653e-01,nan,nan,nan,nan
7.277536949837534741e-02,5.753858387649847250e-01,nan,nan,nan,nan,nan,nan
6.067555581233937678e-01,6.874392884029804085e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
1.184242790057773477e-02,2.284922004053481781e-01,nan,nan,nan,nan,nan,nan
1.090785094922316067e-01,1.279165927618975684e-01,9.382268692204540628e-01,nan,nan,nan,nan,nan
2.070368612832707567e-01,3.093400740398435378e-01,nan,nan,nan,nan,nan,nan
1.710953000642080057e-01,2.332399019300557264e-01,9.202571402852358640e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
1.610519254004028344e-01,3.130966875512752878e-01,nan,nan,nan,nan,nan,nan
9.952639654872041941e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
8.166687979503920447e-01,8.839940953745688557e-01,nan,nan,nan,nan,nan,nan
1.429963535493728732e-01,7.811162904975540444e-01,nan,nan,nan,nan,nan,nan
9.337106346391087219e-02,6.405702888006118423e-01,6.832426313535466811e-01,8.733485385720123340e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
4.990331004959269040e-02,5.872435981051590120e-02,3.624231213752771574e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
1.963884945384088143e-01,2.227236517707845698e-01,6.580980844705466293e-01,7.534024375378582938e-01,8.594362512990232350e-01,nan,nan,nan
2.266592142395650600e-01,nan,nan,nan,nan,nan,nan,nan
8.578034611981969482e-01,nan,nan,nan,nan,nan,nan,nan
1.513952875328512804e-01,nan,nan,nan,nan,nan,nan,nan
1.929678745376207372e-01,nan,nan,nan,nan,nan,nan,nan
1.240061883145772287e-01,nan,nan,nan,nan,nan,nan,nan
6.557563015585387012e-01,nan,nan,nan,nan,nan,nan,nan
1.472833066980381300e-01,1.854881203362557796e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
1.817313260683014742e-01,2.392493661443887976e-01,3.223477406469920648e-01,9.260056578106159453e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
2.154799491554907631e-01,3.487203309119518702e-01,7.829107262267953615e-01,nan,nan,nan,nan,nan
5.869920178905576602e-01,6.471627420974810363e-01,nan,nan,nan,nan,nan,nan
1.334673462191700577e-01,3.485314403458615318e-01,9.652356074179979650e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
7.273727916934556725e-02,7.808298900037403956e-02,4.190282259854854474e-01,5.740254816085004208e-01,6.213565606122138929e-01,6.546746380950418942e-01,8.479104759611737485e-01,nan
1.453712642022453871e-01,1.844847244470337599e-01,7.831991479071797047e-01,9.718639819656260670e-01,nan,nan,nan,nan
1.404832134539643340e-01,6.469574684174810297e-01,9.365238634268131523e-01,nan,nan,nan,nan,nan
3.059911157840506934e-01,3.275278117736977190e-01,8.293469947141206555e-01,nan,nan,nan,nan,nan
2.540000514663117229e-02,1.493553351487204028e-01,1.820479129013850839e-01,3.107170772288158633e-01,5.946240841108082487e-01,nan,nan,nan
4.680412444317542942e-02,5.614229396656748028e-01,7.195328226074221289e-01,nan,nan,nan,nan,nan
1.614128140139283185e-01,6.923958294409060521e-01,nan,nan,nan,nan,nan,nan
2.255355002359530070e-01,2.621366255734788320e-01,6.034899286245076766e-01,nan,nan,nan,nan,nan
3.586527375033074505e-01,9.637647422965761601e-01,nan,nan,nan,nan,nan,nan
2.404052548090190866e-01,6.533098934847824113e-01,nan,nan,nan,nan,nan,nan
8.062643046193053442e-02,8.201869278789034601e-01,9.705276982914664563e-01,nan,nan,nan,nan,nan
5.292564126909352074e-02,2.780254689884086305e-01,7.591655799091557855e-01,nan,nan,nan,nan,nan
7.888452093490823103e-01,nan,nan,nan,nan,nan,nan,nan
7.907223658360181817e-01,nan,nan,nan,nan,nan,nan,nan
7.277916538534941193e-02,6.608807982707582962e-01,7.516878140295392141e-01,7.764580141542875014e-01,nan,nan,nan,nan
8.808565893853658180e-01,nan,nan,nan,nan,nan,nan,nan
1.125638403281013639e-01,1.926274278435572973e-01,9.284126116652176020e-01,nan,nan,nan,nan,nan
3.166553562380768905e-01,7.852775357009743606e-01,nan,nan,nan,nan,nan,nan
8.444886399619609962e-01,9.471938223599171147e-01,nan,nan,nan,nan,nan,nan
2.087148569471518333e-01,6.036305571990705499e-01,nan,nan,nan,nan,nan,nan
8.236072027990575251e-01,nan,nan,nan,nan,nan,nan,nan
6.878278984941043062e-01,nan,nan,nan,nan,nan,nan,nan
9.605706759482184331e-01,9.950860353393462532e-01,nan,nan,nan,nan,nan,nan
3.868853781152031268e-01,8.180185397692778526e-01,nan,nan,nan,nan,nan,nan
6.968779503367182881e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
5.775877489933423266e-03,9.109666987000090976e-02,5.612769048278457573e-01,9.790646316637248159e-01,nan,nan,nan,nan
7.936123339837611312e-02,2.854900067770550498e-01,6.167338275742497711e-01,nan,nan,nan,nan,nan
3.359181680385593949e-01,7.529282310170897219e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
3.001399614186705533e-01,6.323467050764418618e-01,nan,nan,nan,nan,nan,nan
6.394707633062024499e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
2.299835896082878112e-02,9.498885077336349791e-02,1.249558337869500491e-01,2.334057378233122260e-01,9.664251332282383089e-01,nan,nan,nan
3.273496187072615915e-01,8.212294164742349745e-01,nan,nan,nan,nan,nan,nan
4.736678663312746118e-02,2.926794495707542021e-01,5.797818702588181106e-01,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
6.157658270986301335e-02,1.369085231662982294e-01,2.600155792403566202e-01,9.461046821493502845e-01,nan,nan,nan,nan
8.640286501060170377e-01,nan,nan,nan,nan,nan,nan,nan
6.898649916386963288e-02,nan,nan,nan,nan,nan,nan,nan
4.400133023654686365e-02,nan,nan,nan,nan,nan,nan,nan
9.201980493347651224e-01,nan,nan,nan,nan,nan,nan,nan
1.566832867359450598e-01,nan,nan,nan,nan,nan,nan,nan
5.928889365209714102e-01,9.503809706631836107e-01,nan,nan,nan,nan,nan,nan
2.126477737977382765e-01,3.070728778420143135e-01,7.931321132005141328e-01,8.981800315903245568e-01,nan,nan,nan,nan
4.177486998594141798e-02,8.691961340057871022e-01,nan,nan,nan,nan,nan,nan
1.623041901563876122e-01,1.770906652697802897e-01,9.212452047348613782e-01,nan,nan,nan,nan,nan
2.150800007006780368e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
3.863524421570090073e-02,4.142527536859459403e-01,nan,nan,nan,nan,nan,nan
1.566875427304311452e-01,6.077685176759010099e-01,7.286112532240802686e-01,8.320262829185974818e-01,nan,nan,nan,nan
3.605884591035574682e-01,6.906876803025773226e-01,nan,nan,nan,nan,nan,nan
2.022616519023096027e-01,nan,nan,nan,nan,nan,nan,nan
5.763846171466755486e-01,9.333468210563996559e-01,nan,nan,nan,nan,nan,nan
5.720320658127269198e-01,9.299745616416058569e-01,9.511314881773239582e-01,nan,nan,nan,nan,nan
3.340728246995966488e-01,3.750826016227137849e-01,8.642187895353542482e-01,9.092604885861952368e-01,9.715650435421101516e-01,nan,nan,nan
9.817119259637059336e-01,nan,nan,nan,nan,nan,nan,nan
7.300302412235232241e-02,1.661049904213832418e-01,6.077381834449308018e-01,nan,nan,nan,nan,nan
7.006929646373527554e-02,1.288115347375748954e-01,1.481025445555790576e-01,9.685127396046843140e-01,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
2.123045171613693605e-01,2.804829032100419894e-01,8.157500125461459861e-01,nan,nan,nan,nan,nan
9.223738977590497656e-01,nan,nan,nan,nan,nan,nan,nan
7.774898381147871129e-02,nan,nan,nan,nan,nan,nan,nan
9.742189929686041749e-02,7.729912683754205371e-01,8.398899146766770629e-01,nan,nan,nan,nan,nan
9.657307981277963860e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
1.861074414798293553e-01,2.185560143594296456e-01,4.323229339504821578e-01,8.650337221011756839e-01,9.103716317952826875e-01,nan,nan,nan
2.214295829608516619e-01,nan,nan,nan,nan,nan,nan,nan
5.838613477843901389e-01,6.012856356965342597e-01,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
1.749962558751210484e-01,1.882815645009439098e-01,nan,nan,nan,nan,nan,nan
9.701475015948477498e-01,nan,nan,nan,nan,nan,nan,nan
6.605145033939666677e-01,nan,nan,nan,nan,nan,nan,nan
1.334955442366916600e-01,2.302619382206413656e-01,5.801659285720554005e-01,6.280797173073154882e-01,7.858370428679869457e-01,8.359194826314508830e-01,8.717903516177758494e-01,8.922240384418512749e-01
7.248293830967214579e-02,6.651049138792122228e-01,7.353484596307092724e-01,7.718116677415107763e-01,8.817832952117827805e-01,nan,nan,nan
9.825609064854159969e-02,6.386987193334646706e-01,6.875792596810975654e-01,7.414298978058492251e-01,9.956436856438997118e-01,nan,nan,nan
8.179856749469915922e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
6.423506748183258064e-02,2.422320295233900966e-01,5.147425512784071788e-01,9.212452047348613782e-01,nan,nan,nan,nan
8.584308835204640387e-01,nan,nan,nan,nan,nan,nan,nan
1.110959659055075349e-01,1.950494173543548815e-01,nan,nan,nan,nan,nan,nan
3.020702931880656084e-01,8.975505387842533933e-01,nan,nan,nan,nan,nan,nan
7.873619377572474431e-02,1.587263119809597112e-01,nan,nan,nan,nan,nan,nan
5.677879519599118296e-01,9.531581303084288859e-01,nan,nan,nan,nan,nan,nan
1.610560663680108973e-01,2.534364854937468103e-01,9.509327381645477084e-01,nan,nan,nan,nan,nan
7.408018510519587263e-02,6.525176376463385219e-01,7.270132834024661816e-01,7.857274386856621939e-01,nan,nan,nan,nan
1.392565832593628539e-01,6.039567898574952354e-01,7.192268839767592681e-01,nan,nan,nan,nan,nan
2.157745329900537246e-01,7.572415088884062451e-01,nan,nan,nan,nan,nan,nan
9.329504055699827658e-01,nan,nan,nan,nan,nan,nan,nan
2.387278178471168855e-01,2.933808177431654340e-01,nan,nan,nan,nan,nan,nan
3.722074226449997164e-02,2.047505048940485850e-01,2.338760662950510050e-01,nan,nan,nan,nan,nan
7.253852751332825477e-01,nan,nan,nan,nan,nan,nan,nan
6.173698769123671104e-01,9.503239008992835357e-01,9.602036909101587803e-01,nan,nan,nan,nan,nan
8.675749451872278861e-01,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan
6.649175515273582082e-01,nan,nan,nan,nan,nan,nan,nan
6.919595160602335371e-01,9.261418496341702333e-01,9.706586317434549027e-01,nan,nan,nan,nan,nan
9.697225265778640635e-01,nan,nan,nan,nan,nan,nan,nan
6.637287323107969872e-01,nan,nan,nan,nan,nan,nan,nan
